receiver_i,label_i,indegree,correct_joint,CE_joint,CE_text_all,CE_visual_all,CE_null_all,CE_exact_os,CE_first_os,CE_second_os,dCE_text_all,dCE_visual_all,dCE_null_all,dCE_exact_os,dCE_first_os,dCE_second_os,G_local_exact,G_local_first,G_global_exact,G_global_first,G_global_second
4398,8,2,True,0.08446939,1.39711344,0.01367616,0.51145685,0.01367616,0.01367616,0.33748865,1.31264400,-0.07079323,0.42698747,-0.07079323,-0.07079323,0.25301927,0.09373015,0.09373015,0.07079323,0.07079323,-0.25301927
8566,12,32,True,0.00646594,0.02011262,0.01874541,0.07345361,0.00542312,0.00542312,0.00542312,0.01364668,0.01227947,0.06698766,-0.00104282,-0.00104282,-0.00104282,0.00151655,0.00151655,0.00104282,0.00104282,0.00104282
15801,17,7,True,0.02542200,2.18887496,0.01010682,0.59095442,0.00952804,0.00952804,0.01399983,2.16345286,-0.01531519,0.56553245,-0.01589396,-0.01589396,-0.01142217,0.03946546,0.03946546,0.01589396,0.01589396,0.01142217
8991,12,2,False,8.00481033,4.98363209,7.08570766,4.45015621,4.45015621,4.45015621,4.45015621,-3.02117825,-0.91910267,-3.55465412,-3.55465412,-3.55465412,-3.55465412,4.24990368,4.24990368,3.55465412,3.55465412,3.55465412
3582,5,7,False,3.44129443,3.02230549,4.23241234,3.69659519,2.83910656,2.83910656,2.83910656,-0.41898894,0.79111791,0.25530076,-0.60218787,-0.60218787,-0.60218787,0.75755453,0.75755453,0.60218787,0.60218787,0.60218787
16694,17,1,True,0.70939124,2.43544507,0.47152650,2.06244612,0.47152650,0.47152650,0.47152650,1.72605383,-0.23786473,1.35305488,-0.23786473,-0.23786473,-0.23786473,0.23786509,0.23786509,0.23786473,0.23786473,0.23786473
65,1,1,True,0.53992581,0.48095012,0.58839941,0.52688497,0.48095012,0.48095012,0.48095012,-0.05897570,0.04847360,-0.01304084,-0.05897570,-0.05897570,-0.05897570,0.05897659,0.05897659,0.05897570,0.05897570,0.05897570
745,1,1,True,0.01441858,0.10051529,0.01688322,0.11430498,0.01441858,0.01441858,0.01688322,0.08609671,0.00246464,0.09988640,0.00000000,0.00000000,0.00246464,0.00000000,0.00000000,0.00000000,0.00000000,-0.00246464
13911,15,15,True,0.39993674,1.23001099,0.26404935,0.87866747,0.14236549,0.14236549,0.14236549,0.83007425,-0.13588738,0.47873074,-0.25757125,-0.25757125,-0.25757125,0.34906915,0.34906915,0.25757125,0.25757125,0.25757125
424,1,1,True,0.00692728,0.02695744,0.01298237,0.03881964,0.00692728,0.00692728,0.02695744,0.02003016,0.00605509,0.03189236,0.00000000,0.00000000,0.02003016,0.00000000,0.00000000,0.00000000,0.00000000,-0.02003016
13874,16,1,False,3.36728978,2.53602076,2.84597492,1.87676406,1.87676406,1.87676406,1.87676406,-0.83126903,-0.52131486,-1.49052572,-1.49052572,-1.49052572,-1.49052572,1.49052560,1.49052560,1.49052572,1.49052572,1.49052572
15826,17,12,True,0.03164531,0.69780421,0.02455779,0.41149163,0.02040840,0.02040840,0.02047615,0.66615891,-0.00708752,0.37984633,-0.01123690,-0.01123690,-0.01116916,0.02529916,0.02529916,0.01123690,0.01123690,0.01116916
316,1,2,True,0.00101943,0.01891960,0.00377122,0.04990824,0.00101943,0.00101943,0.00745692,0.01790017,0.00275178,0.04888881,0.00000000,0.00000000,0.00643749,0.00000000,0.00000000,0.00000000,0.00000000,-0.00643749
9580,12,4,False,1.85881209,3.24165297,3.27102566,3.38751483,1.03832614,1.03410077,1.03832614,1.38284087,1.41221356,1.52870274,-0.82048595,-0.82471132,-0.82048595,0.89415872,0.83481359,0.82048595,0.82471132,0.82048595
8682,12,3,True,0.10767777,0.04770393,0.67498803,0.34395748,0.04770393,0.04770393,0.04770393,-0.05997384,0.56731027,0.23627971,-0.05997384,-0.05997384,-0.05997384,0.08233372,0.08233372,0.05997384,0.05997384,0.05997384
4258,8,2,True,0.03254762,0.04445149,0.03134000,0.04278966,0.03123949,0.03123949,0.03123949,0.01190388,-0.00120761,0.01024204,-0.00130813,-0.00130813,-0.00130813,0.00129907,0.00129907,0.00130813,0.00130813,0.00130813
13937,16,8,True,0.13767286,0.61178178,0.46791315,1.13078594,0.13215686,0.13215686,0.13215686,0.47410893,0.33024031,0.99311310,-0.00551599,-0.00551599,-0.00551599,0.00739995,0.00739995,0.00551599,0.00551599,0.00551599
15712,17,3,True,0.62222797,1.27855325,0.78232229,1.71249485,0.62222797,0.62222797,0.62222797,0.65632528,0.16009432,1.09026694,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2662,3,4,True,0.06622940,0.07458323,0.60490423,0.43018162,0.05206652,0.05206652,0.05005611,0.00835384,0.53867483,0.36395222,-0.01416288,-0.01416288,-0.01617328,0.01777035,0.01777035,0.01416288,0.01416288,0.01617328
12993,14,3,True,0.18422435,0.36637878,0.22899123,0.39459750,0.17783624,0.17783624,0.17783624,0.18215443,0.04476687,0.21037315,-0.00638811,-0.00638811,-0.00638811,0.00638781,0.00638781,0.00638811,0.00638811,0.00638811
14982,16,2,True,0.68139333,1.51549745,0.89360875,1.95128810,0.63217944,0.63217944,1.22644889,0.83410412,0.21221542,1.26989484,-0.04921389,-0.04921389,0.54505557,0.04921371,0.04921371,0.04921389,0.04921389,-0.54505557
8929,12,4,True,0.03180040,0.07867534,0.04286710,0.10436894,0.03180040,0.03180040,0.03180040,0.04687494,0.01106669,0.07256854,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
8542,12,3,True,0.09211756,0.13916984,0.13851412,0.19943464,0.09211756,0.09211756,0.09211756,0.04705228,0.04639655,0.10731708,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7680,11,3,False,1.31010771,1.08484650,1.37244010,1.12628651,1.08484650,1.08484650,1.08484650,-0.22526121,0.06233239,-0.18382120,-0.22526121,-0.22526121,-0.22526121,0.24790120,0.24790120,0.22526121,0.22526121,0.22526121
15163,17,11,True,0.40475309,0.71301627,0.62378561,1.02421129,0.30597284,0.28685609,0.30597284,0.30826318,0.21903253,0.61945820,-0.09878024,-0.11789700,-0.09878024,0.16436249,0.14921537,0.09878024,0.11789700,0.09878024
2776,3,1,False,2.20681477,2.08157587,2.57846761,2.44810390,2.08157587,2.08157587,2.08157587,-0.12523890,0.37165284,0.24128914,-0.12523890,-0.12523890,-0.12523890,0.12523961,0.12523961,0.12523890,0.12523890,0.12523890
3055,5,3,False,1.46930707,1.08249640,3.60127306,1.53127527,0.87114763,0.87114775,0.87114775,-0.38681066,2.13196611,0.06196821,-0.59815943,-0.59815931,-0.59815931,0.64500242,0.64500242,0.59815943,0.59815931,0.59815931
2079,5,18,True,0.58510500,0.98669267,1.62497854,1.39145935,0.29581705,0.29581714,0.29581714,0.40158767,1.03987360,0.80635434,-0.28928795,-0.28928787,-0.28928787,0.42340273,0.42340273,0.28928795,0.28928787,0.28928787
8085,11,1,False,1.34331203,1.00622821,1.40527165,1.06426120,1.00622821,1.00622821,1.00622821,-0.33708382,0.06195962,-0.27905083,-0.33708382,-0.33708382,-0.33708382,0.33708322,0.33708322,0.33708382,0.33708382,0.33708382
10467,12,1,True,0.50147259,0.57070726,0.77738166,0.87530267,0.50147259,0.50147259,0.50147259,0.06923467,0.27590907,0.37383008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6840,11,4,True,1.04140115,0.80372143,1.03138387,0.77694130,0.72511584,0.72511584,0.72511584,-0.23767972,-0.01001728,-0.26445985,-0.31628531,-0.31628531,-0.31628531,0.32386649,0.32386649,0.31628531,0.31628531,0.31628531
12750,14,26,True,0.24636848,0.77408260,0.54061198,1.27725387,0.09427970,0.09427970,0.09427970,0.52771413,0.29424351,1.03088534,-0.15208879,-0.15208879,-0.15208879,0.23597826,0.23597826,0.15208879,0.15208879,0.15208879
6690,9,6,True,0.02499249,1.05894256,0.12022876,1.11520362,0.01922474,0.01922474,0.01922474,1.03395009,0.09523627,1.09021115,-0.00576774,-0.00576774,-0.00576774,0.00713924,0.00713924,0.00576774,0.00576774,0.00576774
6684,10,1,True,0.00015889,0.00274686,0.00049412,0.00716497,0.00015889,0.00015889,0.00274686,0.00258797,0.00033523,0.00700608,0.00000000,0.00000000,0.00258797,0.00000000,0.00000000,0.00000000,0.00000000,-0.00258797
2437,4,3,False,3.77621627,5.06990242,2.76619720,3.89765501,2.76619720,2.76619720,2.76619720,1.29368615,-1.01001906,0.12143874,-1.01001906,-1.01001906,-1.01001906,1.16685820,1.16685820,1.01001906,1.01001906,1.01001906
10281,12,57,True,0.01405002,0.43412876,0.05882381,1.07127559,0.01143626,0.01143626,0.01143626,0.42007872,0.04477379,1.05722558,-0.00261376,-0.00261376,-0.00261376,0.00287727,0.00287727,0.00261376,0.00261376,0.00261376
375,0,2,False,2.03750348,2.51509714,2.81667185,3.33161616,1.99730015,1.99730015,1.99730015,0.47759366,0.77916837,1.29411268,-0.04020333,-0.04020333,-0.04020333,0.04020309,0.04020309,0.04020333,0.04020333,0.04020333
11640,13,1,True,0.01547285,0.32294738,0.01152064,0.24914923,0.01152064,0.01547285,0.24914923,0.30747452,-0.00395220,0.23367639,-0.00395220,0.00000000,0.23367639,0.00395197,0.00000000,0.00395220,0.00000000,-0.23367639
16769,19,1,True,0.63751727,0.63786417,0.63016713,0.63120943,0.63016713,0.63016713,0.63016713,0.00034690,-0.00735015,-0.00630784,-0.00735015,-0.00735015,-0.00735015,0.00735074,0.00735074,0.00735015,0.00735015,0.00735015
12365,14,25,True,0.05383514,0.87127775,0.04033020,0.52246803,0.01877361,0.01841426,0.01877349,0.81744260,-0.01350494,0.46863288,-0.03506153,-0.03542088,-0.03506165,0.05905889,0.05801662,0.03506153,0.03542088,0.03506165
68,1,1,True,0.01406472,0.02325500,0.02290273,0.03927122,0.01406472,0.01406472,0.02290273,0.00919028,0.00883802,0.02520651,0.00000000,0.00000000,0.00883802,0.00000000,0.00000000,0.00000000,0.00000000,-0.00883802
7542,9,1,True,0.06224713,0.15510495,0.10182625,0.19219744,0.06224713,0.06224713,0.15510495,0.09285782,0.03957912,0.12995031,0.00000000,0.00000000,0.09285782,0.00000000,0.00000000,0.00000000,0.00000000,-0.09285782
3215,4,3,False,1.59877968,2.86268950,1.10332668,2.49419498,1.10332668,1.10332668,1.10332668,1.26390982,-0.49545300,0.89541531,-0.49545300,-0.49545300,-0.49545300,0.51778078,0.51778078,0.49545300,0.49545300,0.49545300
9843,12,1,True,0.00593495,0.17992431,0.17902839,1.84776831,0.00593495,0.00593495,0.17992431,0.17398936,0.17309344,1.84183335,0.00000000,0.00000000,0.17398936,0.00000000,0.00000000,0.00000000,0.00000000,-0.17398936
16876,19,2,False,2.59190226,3.41772532,2.36081839,2.91795206,2.11898589,2.36081839,2.11898589,0.82582307,-0.23108387,0.32604980,-0.47291636,-0.23108387,-0.47291636,0.50036311,0.35121441,0.47291636,0.23108387,0.47291636
3051,4,3,True,0.75636280,1.32544291,0.75988173,1.35318875,0.73289990,0.75049502,0.73289990,0.56908011,0.00351894,0.59682596,-0.02346289,-0.00586778,-0.02346289,0.01456237,0.00586700,0.02346289,0.00586778,0.02346289
3209,5,1,True,0.05141257,0.34021723,0.48458761,0.62533724,0.05141257,0.05141257,0.05141257,0.28880465,0.43317503,0.57392466,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
8716,12,3,True,0.54581201,0.62801385,0.56651044,0.60521698,0.52550870,0.52550870,0.51054126,0.08220184,0.02069843,0.05940497,-0.02030331,-0.02030331,-0.03527075,0.02196681,0.02196681,0.02030331,0.02030331,0.03527075
9668,12,3,True,0.05628633,0.14512643,0.05910308,0.15771158,0.04304034,0.04304034,0.04304034,0.08884010,0.00281676,0.10142525,-0.01324599,-0.01324599,-0.01324599,0.01471589,0.01471589,0.01324599,0.01324599,0.01324599
7333,11,1,True,0.36175811,0.31401521,0.38080510,0.33524880,0.31401521,0.31401521,0.31401521,-0.04774290,0.01904699,-0.02650931,-0.04774290,-0.04774290,-0.04774290,0.04774272,0.04774272,0.04774290,0.04774290,0.04774290
10431,12,11,True,0.00197180,0.01352634,0.00448839,0.02873798,0.00159399,0.00159399,0.00159399,0.01155453,0.00251659,0.02676617,-0.00037782,-0.00037782,-0.00037782,0.00040647,0.00040647,0.00037782,0.00037782,0.00037782
6981,11,1,True,0.41880035,0.41519704,0.43271056,0.42622536,0.41519704,0.41880035,0.41519704,-0.00360331,0.01391020,0.00742501,-0.00360331,0.00000000,-0.00360331,0.00360289,0.00000000,0.00360331,0.00000000,0.00360331
1078,1,4,True,0.00009560,0.00409681,0.00044574,0.01379962,0.00009560,0.00009560,0.00063828,0.00400121,0.00035014,0.01370402,0.00000000,0.00000000,0.00054268,0.00000000,0.00000000,0.00000000,0.00000000,-0.00054268
15417,17,4,False,1.83253157,4.58737898,1.36730969,3.15745068,1.36730969,1.36730969,1.36730969,2.75484753,-0.46522188,1.32491910,-0.46522188,-0.46522188,-0.46522188,0.80543983,0.80543983,0.46522188,0.46522188,0.46522188
3408,4,3,False,4.84527874,4.68123484,3.41711712,3.41206479,3.27015972,3.18480420,3.27015972,-0.16404390,-1.42816162,-1.43321395,-1.57511902,-1.66047454,-1.57511902,1.74917507,1.72998381,1.57511902,1.66047454,1.57511902
16010,19,14,False,6.07999468,9.36546135,2.50396824,5.87609482,1.42912161,1.42912197,1.42912197,3.28546667,-3.57602644,-0.20389986,-4.65087318,-4.65087271,-4.65087271,4.99898291,4.99898291,4.65087318,4.65087271,4.65087271
10224,12,7,True,0.00606873,0.01679038,0.01439343,0.02976951,0.00413717,0.00413717,0.00413717,0.01072165,0.00832470,0.02370078,-0.00193156,-0.00193156,-0.00193156,0.00193156,0.00193156,0.00193156,0.00193156,0.00193156
9765,12,10,True,0.02203436,0.15755416,0.15503727,0.34697819,0.02088881,0.02088881,0.02088881,0.13551980,0.13300291,0.32494384,-0.00114555,-0.00114555,-0.00114555,0.00114555,0.00114555,0.00114555,0.00114555,0.00114555
13429,15,12,True,0.07927801,1.37311220,0.10651807,1.36544049,0.06393344,0.06393344,0.06393344,1.29383421,0.02724006,1.28616250,-0.01534457,-0.01534457,-0.01534457,0.01680449,0.01680449,0.01534457,0.01534457,0.01534457
889,1,1,True,0.16691725,0.42544496,0.20898801,0.70745552,0.16691725,0.16691725,0.42544496,0.25852770,0.04207076,0.54053825,0.00000000,0.00000000,0.25852770,0.00000000,0.00000000,0.00000000,0.00000000,-0.25852770
2913,5,3,True,0.86038572,1.49552178,2.19271755,2.68554688,0.86038572,0.86038572,0.86038572,0.63513607,1.33233190,1.82516122,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
15722,19,2,True,0.47313410,2.99686241,0.19497593,1.44053972,0.19497593,0.19497593,0.19497593,2.52372837,-0.27815819,0.96740562,-0.27815819,-0.27815819,-0.27815819,0.45436773,0.45436773,0.27815819,0.27815819,0.27815819
3523,5,1,True,0.53310114,0.80423605,0.54776204,0.82546866,0.53310114,0.53310114,0.53310114,0.27113491,0.01466089,0.29236752,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6349,9,5,False,3.20767856,0.98012054,3.93015838,0.57691336,0.75366688,0.98012054,0.75366688,-2.22755814,0.72247982,-2.63076520,-2.45401168,-2.22755814,-2.45401168,4.09084892,4.07923126,2.45401168,2.22755814,2.45401168
5523,8,1,True,0.01549679,0.02533158,0.01315569,0.01886217,0.01315569,0.01315569,0.01315569,0.00983479,-0.00234111,0.00336537,-0.00234111,-0.00234111,-0.00234111,0.00234122,0.00234122,0.00234111,0.00234111,0.00234111
4880,7,3,True,0.08489710,0.42776036,0.22555543,0.58199388,0.05858842,0.04480537,0.05858842,0.34286326,0.14065833,0.49709678,-0.02630868,-0.04009173,-0.02630868,0.04395292,0.04009162,0.02630868,0.04009173,0.02630868
14707,16,1,False,3.35670996,5.94657993,2.75020432,5.38800192,2.75020432,2.75020432,2.75020432,2.58986998,-0.60650563,2.03129196,-0.60650563,-0.60650563,-0.60650563,0.60650611,0.60650611,0.60650563,0.60650563,0.60650563
6088,8,9,True,0.00744260,0.40179372,0.00411165,0.10156082,0.00327919,0.00327919,0.00428817,0.39435112,-0.00333096,0.09411822,-0.00416341,-0.00416341,-0.00315444,0.00599373,0.00599373,0.00416341,0.00416341,0.00315444
7747,10,3,True,0.02014884,0.05438308,0.02650618,0.06847222,0.02014884,0.02014884,0.02014884,0.03423424,0.00635734,0.04832338,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
8856,12,7,True,0.17679282,0.28312567,0.25458619,0.39428201,0.13970356,0.13970356,0.13970356,0.10633285,0.07779337,0.21748920,-0.03708926,-0.03708926,-0.03708926,0.04087770,0.04087770,0.03708926,0.03708926,0.03708926
13528,15,15,True,0.00145711,0.27112758,0.00321835,0.41691044,0.00125211,0.00125496,0.00125211,0.26967049,0.00176125,0.41545334,-0.00020500,-0.00020214,-0.00020500,0.00021249,0.00020928,0.00020500,0.00020214,0.00020500
2557,4,23,False,3.05441952,5.07352448,2.68799448,4.31982231,2.23388720,2.23388720,2.23388696,2.01910496,-0.36642504,1.26540279,-0.82053232,-0.82053232,-0.82053256,0.82699943,0.82699943,0.82053232,0.82053232,0.82053256
7089,9,5,True,0.59471577,1.39839137,0.16274957,0.48401546,0.13715199,0.13715199,0.13715199,0.80367559,-0.43196619,-0.11070031,-0.45756379,-0.45756379,-0.45756379,0.71611130,0.71611130,0.45756379,0.45756379,0.45756379
1553,1,13,True,0.14035375,0.29458928,0.39137897,0.67594135,0.03775941,0.03775941,0.03775941,0.15423553,0.25102520,0.53558761,-0.10259435,-0.10259435,-0.10259435,0.16263184,0.16263184,0.10259435,0.10259435,0.10259435
5749,7,4,False,2.38250780,4.39078045,2.26220798,4.20108032,1.65289330,1.65289330,1.65515578,2.00827265,-0.12029982,1.81857252,-0.72961450,-0.72961450,-0.72735202,0.75158834,0.75158834,0.72961450,0.72961450,0.72735202
13303,16,1,True,0.00114399,0.02804494,0.00253832,0.03084113,0.00114399,0.00114399,0.02804494,0.02690095,0.00139432,0.02969714,0.00000000,0.00000000,0.02690095,0.00000000,0.00000000,0.00000000,0.00000000,-0.02690095
11688,13,2,True,0.04977668,0.51172853,0.04832373,0.45505017,0.04832373,0.04832373,0.04977668,0.46195185,-0.00145295,0.40527350,-0.00145295,-0.00145295,0.00000000,0.00373531,0.00373531,0.00145295,0.00145295,0.00000000
14810,15,2,True,0.08739980,0.49671793,0.12105144,0.65416062,0.08739980,0.08739980,0.10338870,0.40931812,0.03365164,0.56676084,0.00000000,0.00000000,0.01598889,0.00000000,0.00000000,0.00000000,0.00000000,-0.01598889
5352,8,1,False,3.83387280,3.83459616,3.78182101,3.78567481,3.78182101,3.78182101,3.78182101,0.00072336,-0.05205178,-0.04819798,-0.05205178,-0.05205178,-0.05205178,0.05205131,0.05205131,0.05205178,0.05205178,0.05205178
1458,1,3,True,0.00403436,0.00141925,0.01713918,0.00310344,0.00072119,0.00072119,0.00072119,-0.00261511,0.01310482,-0.00093091,-0.00331316,-0.00331316,-0.00331316,0.00351913,0.00351913,0.00331316,0.00331316,0.00331316
7896,10,4,True,0.00197680,0.01624150,0.00252631,0.01973669,0.00197680,0.00197680,0.00197680,0.01426470,0.00054951,0.01775989,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
10095,12,2,True,0.01276501,0.02078198,0.01959888,0.03322946,0.01276501,0.01276501,0.01703406,0.00801698,0.00683387,0.02046446,0.00000000,0.00000000,0.00426905,0.00000000,0.00000000,0.00000000,0.00000000,-0.00426905
9216,12,24,True,0.00624799,0.13854390,0.00616269,0.12223672,0.00248790,0.00248790,0.00248790,0.13229592,-0.00008530,0.11598873,-0.00376009,-0.00376009,-0.00376009,0.00582574,0.00582574,0.00376009,0.00376009,0.00376009
808,1,1,True,0.04712093,0.09305210,0.08447289,0.17794001,0.04712093,0.04712093,0.08447289,0.04593117,0.03735196,0.13081908,0.00000000,0.00000000,0.03735196,0.00000000,0.00000000,0.00000000,0.00000000,-0.03735196
16853,19,4,True,0.68935847,1.54557633,0.37054065,0.92073810,0.37054065,0.37054065,0.37054065,0.85621786,-0.31881782,0.23137963,-0.31881782,-0.31881782,-0.31881782,0.52325845,0.52325845,0.31881782,0.31881782,0.31881782
8201,9,2,True,0.02076213,1.08145928,0.06279440,1.18057394,0.02076213,0.02076213,0.06279440,1.06069720,0.04203227,1.15981185,0.00000000,0.00000000,0.04203227,0.00000000,0.00000000,0.00000000,0.00000000,-0.04203227
10230,12,1,True,0.04822502,0.05471923,0.09486859,0.08929919,0.04822502,0.04822502,0.04822502,0.00649421,0.04664357,0.04107418,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5986,8,17,True,0.28760645,5.86299419,0.00114923,0.55889767,0.00107100,0.00107100,0.00107100,5.57538795,-0.28645721,0.27129123,-0.28653544,-0.28653544,-0.28653544,1.24361634,1.24361646,0.28653544,0.28653544,0.28653544
16616,17,2,True,0.28779608,0.81779933,0.13350275,0.29641485,0.13350275,0.13350275,0.15752351,0.53000325,-0.15429333,0.00861877,-0.15429333,-0.15429333,-0.13027257,0.16506392,0.16506392,0.15429333,0.15429333,0.13027257
10064,12,49,True,0.00018023,0.01015543,0.01941090,0.08341449,0.00011920,0.00011920,0.00011920,0.00997521,0.01923067,0.08323426,-0.00006103,-0.00006103,-0.00006103,0.00013349,0.00013349,0.00006103,0.00006103,0.00006103
15099,19,10,False,1.30952477,5.25309992,1.70258403,5.11233521,1.28792405,1.29048669,1.28792405,3.94357514,0.39305925,3.80281043,-0.02160072,-0.01903808,-0.02160072,0.02148390,0.01874113,0.02160072,0.01903808,0.02160072
8165,11,1,True,0.21714233,0.18771505,0.20201060,0.17241417,0.17241417,0.17241417,0.17241417,-0.02942728,-0.01513173,-0.04472816,-0.04472816,-0.04472816,-0.04472816,0.04472806,0.04472806,0.04472816,0.04472816,0.04472816
1013,1,9,True,0.42442206,0.45010975,2.53760839,2.38067865,0.11849899,0.11849899,0.11849899,0.02568769,2.11318636,1.95625663,-0.30592307,-0.30592307,-0.30592307,0.42047796,0.42047796,0.30592307,0.30592307,0.30592307
14174,15,67,True,0.00025579,4.82706213,0.00056263,0.26708731,0.00001240,0.00001657,0.00001240,4.82680655,0.00030684,0.26683152,-0.00024339,-0.00023922,-0.00024339,0.00084404,0.00084023,0.00024339,0.00023922,0.00024339
6234,8,32,True,0.01378045,0.24258491,0.01464498,0.11402997,0.00545454,0.00545454,0.00492479,0.22880445,0.00086453,0.10024951,-0.00832592,-0.00832592,-0.00885567,0.01877926,0.01877926,0.00832592,0.00832592,0.00885567
6343,11,2,False,1.26047516,1.13093174,1.32620144,1.19310987,1.13093174,1.13093174,1.13093174,-0.12954342,0.06572628,-0.06736529,-0.12954342,-0.12954342,-0.12954342,0.12837338,0.12837338,0.12954342,0.12954342,0.12954342
12553,14,1,True,0.18377003,0.28311902,0.18461128,0.28305227,0.18377003,0.18377003,0.18461128,0.09934899,0.00084125,0.09928223,0.00000000,0.00000000,0.00084125,0.00000000,0.00000000,0.00000000,0.00000000,-0.00084125
601,1,4,True,0.00047529,0.01838360,0.00073942,0.02448613,0.00047529,0.00047529,0.00064197,0.01790830,0.00026413,0.02401084,0.00000000,0.00000000,0.00016668,0.00000000,0.00000000,0.00000000,0.00000000,-0.00016668
6750,9,3,True,0.01547660,0.05211721,0.01779355,0.05835680,0.01779355,0.01217034,0.01779355,0.03664061,0.00231695,0.04288019,0.00231695,-0.00330626,0.00231695,0.00977930,0.00670066,-0.00231695,0.00330626,-0.00231695
5835,8,5,True,0.13143295,0.77961767,0.16128668,0.31670803,0.08472133,0.08472133,0.08132861,0.64818472,0.02985373,0.18527508,-0.04671162,-0.04671162,-0.05010434,0.06001150,0.06001150,0.04671162,0.04671162,0.05010434
3489,5,7,False,1.61138141,1.37654257,2.48527884,2.07403469,1.17731524,1.17731524,1.17731524,-0.23483884,0.87389743,0.46265328,-0.43406618,-0.43406618,-0.43406618,0.48318899,0.48318899,0.43406618,0.43406618,0.43406618
14227,16,1,True,0.55995739,0.16448119,0.48844230,0.17242350,0.16448119,0.16448119,0.17242350,-0.39547619,-0.07151508,-0.38753390,-0.39547619,-0.39547619,-0.38753390,0.39547789,0.39547789,0.39547619,0.39547619,0.38753390
6911,9,3,True,0.02427533,0.07133283,0.03880473,0.10289042,0.02427533,0.02427533,0.02427533,0.04705751,0.01452941,0.07861509,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7379,10,1,True,0.00122270,0.00742166,0.00149163,0.00833994,0.00122270,0.00122270,0.00742166,0.00619896,0.00026893,0.00711724,0.00000000,0.00000000,0.00619896,0.00000000,0.00000000,0.00000000,0.00000000,-0.00619896
16115,17,5,True,0.05402422,0.66204774,0.13028888,1.08337712,0.04850511,0.04850511,0.43169004,0.60802352,0.07626466,1.02935290,-0.00551910,-0.00551910,0.37766582,0.00551910,0.00551910,0.00551910,0.00551910,-0.37766582
7000,10,26,True,0.00005126,0.01529230,0.00012516,0.02462490,0.00004971,0.00004947,0.00004947,0.01524104,0.00007390,0.02457364,-0.00000155,-0.00000179,-0.00000179,0.00000191,0.00000191,0.00000155,0.00000179,0.00000179
16878,17,4,True,0.42086858,0.97372198,0.21502756,0.49263608,0.21502756,0.21502756,0.21502756,0.55285341,-0.20584102,0.07176751,-0.20584102,-0.20584102,-0.20584102,0.26660338,0.26660338,0.20584102,0.20584102,0.20584102
14647,16,2,True,0.22179787,0.55520129,0.31884691,0.73055506,0.22179787,0.22179787,0.22179787,0.33340341,0.09704904,0.50875717,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
8,1,4,True,0.00072000,0.01254701,0.00394056,0.04523762,0.00072000,0.00072000,0.00272998,0.01182700,0.00322055,0.04451762,0.00000000,0.00000000,0.00200997,0.00000000,0.00000000,0.00000000,0.00000000,-0.00200997
791,0,1,True,0.66606659,1.40893471,1.22713923,2.03509951,0.66606659,0.66606659,0.66606659,0.74286813,0.56107265,1.36903286,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
710,0,5,True,0.03701930,0.71868968,0.49817175,2.16015935,0.03701942,0.03701942,0.22702518,0.68167037,0.46115243,2.12314010,0.00000012,0.00000012,0.19000588,0.00000000,0.00000000,-0.00000012,-0.00000012,-0.19000588
11951,13,10,True,0.42047018,2.23671603,0.69699514,2.73579788,0.26028562,0.26297110,0.26028562,1.81624579,0.27652496,2.31532764,-0.16018456,-0.15749907,-0.16018456,0.17136660,0.16958660,0.16018456,0.15749907,0.16018456
9655,12,30,True,0.00334751,0.06092549,0.01534478,0.11168065,0.00324188,0.00324188,0.00324188,0.05757798,0.01199727,0.10833314,-0.00010563,-0.00010563,-0.00010563,0.00010563,0.00010563,0.00010563,0.00010563,0.00010563
9310,12,7,True,0.01454183,0.03159125,0.03368438,0.07008761,0.01296601,0.01296601,0.01296601,0.01704942,0.01914255,0.05554578,-0.00157582,-0.00157582,-0.00157582,0.00157582,0.00157582,0.00157582,0.00157582,0.00157582
12986,14,9,True,1.14369452,2.15328383,1.40746760,1.89894700,0.60790318,0.61267126,0.60790318,1.00958931,0.26377308,0.75525248,-0.53579134,-0.53102326,-0.53579134,0.64492887,0.64447373,0.53579134,0.53102326,0.53579134
