receiver_i,label_i,indegree,correct_joint,CE_joint,CE_text_all,CE_visual_all,CE_null_all,CE_exact_os,CE_first_os,CE_second_os,dCE_text_all,dCE_visual_all,dCE_null_all,dCE_exact_os,dCE_first_os,dCE_second_os,G_local_exact,G_local_first,G_global_exact,G_global_first,G_global_second
17039,17,2,False,1.38486362,2.53418565,1.64191842,4.34164429,1.64191842,1.38486362,1.64191842,1.14932203,0.25705481,2.95678067,0.25705481,0.00000000,0.25705481,0.15262389,0.00000000,-0.25705481,0.00000000,-0.25705481
7724,9,6,False,5.52583885,5.21750164,5.26602411,5.35820484,3.88315511,3.88315511,3.88315511,-0.30833721,-0.25981474,-0.16763401,-1.64268374,-1.64268374,-1.64268374,2.04173040,2.04173040,1.64268374,1.64268374,1.64268374
10289,12,2,True,0.05890979,0.16521016,0.14989626,0.41167212,0.05890979,0.05890979,0.14522490,0.10630037,0.09098648,0.35276231,0.00000000,0.00000000,0.08631511,0.00000000,0.00000000,0.00000000,0.00000000,-0.08631511
11535,13,34,True,0.33443421,4.97508335,0.34162858,3.45254183,0.14403117,0.12328561,0.14403117,4.64064932,0.00719437,3.11810756,-0.19040304,-0.21114859,-0.19040304,0.59912449,0.59903038,0.19040304,0.21114859,0.19040304
12059,13,24,True,0.00018500,0.60966045,0.00063530,0.34659195,0.00019680,0.00023446,0.00019680,0.60947543,0.00045031,0.34640697,0.00001180,0.00004946,0.00001180,0.00005244,0.00005113,-0.00001180,-0.00004946,-0.00001180
11302,13,11,True,0.00000441,0.06404179,0.00001729,0.05217368,0.00000978,0.00000846,0.00117007,0.06403738,0.00001287,0.05216927,0.00000536,0.00000405,0.00116566,0.00000370,0.00000370,-0.00000536,-0.00000405,-0.00116566
3235,3,1,True,0.05033671,0.42115223,1.11570108,3.21400070,0.05033671,0.05033671,0.05033671,0.37081552,1.06536436,3.16366410,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
10658,12,4,True,0.04146148,0.12938243,0.16445337,0.29606718,0.04005468,0.04154611,0.04005468,0.08792096,0.12299190,0.25460571,-0.00140680,0.00008463,-0.00140680,0.00140680,-0.00008463,0.00140680,-0.00008463,0.00140680
7378,10,4,True,0.00300908,0.05162827,0.00443819,0.06628875,0.00300908,0.00300908,0.00347368,0.04861919,0.00142911,0.06327967,0.00000000,0.00000000,0.00046460,0.00000000,0.00000000,0.00000000,0.00000000,-0.00046460
13654,15,22,True,0.00422870,0.66716462,0.00660877,0.65436000,0.00392833,0.00392833,0.00392833,0.66293591,0.00238007,0.65013129,-0.00030037,-0.00030037,-0.00030037,0.00030498,0.00030498,0.00030037,0.00030037,0.00030037
6971,9,14,True,0.01646960,0.46958908,0.01516010,0.79619730,0.01248944,0.01243387,0.01248944,0.45311949,-0.00130950,0.77972770,-0.00398016,-0.00403573,-0.00398016,0.01153394,0.00610866,0.00398016,0.00403573,0.00398016
8478,12,32,True,0.01721089,0.06979383,0.16415934,0.44239098,0.01525180,0.01507368,0.01525180,0.05258293,0.14694846,0.42518008,-0.00195909,-0.00213721,-0.00195909,0.00252374,0.00250510,0.00195909,0.00213721,0.00195909
16122,19,8,False,2.10135174,2.72213006,2.11531234,2.51581573,1.65271926,1.65271926,1.65271926,0.62077832,0.01396060,0.41446400,-0.44863248,-0.44863248,-0.44863248,0.52101672,0.52101672,0.44863248,0.44863248,0.44863248
11584,13,1,True,0.10251725,0.13796034,0.12618901,0.16725263,0.10251725,0.10251725,0.10251725,0.03544310,0.02367176,0.06473538,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
8080,9,147,True,0.00000036,0.80802387,0.00003898,0.06932412,0.00125508,0.00002182,0.00002182,0.80802351,0.00003862,0.06932376,0.00125472,0.00002146,0.00002146,0.00000012,0.00000012,-0.00125472,-0.00002146,-0.00002146
4847,8,1,True,0.01451129,0.01805607,0.01227597,0.01540700,0.01227597,0.01227597,0.01227597,0.00354479,-0.00223531,0.00089571,-0.00223531,-0.00223531,-0.00223531,0.00223531,0.00223531,0.00223531,0.00223531,0.00223531
5000,7,6,True,0.00444377,0.11402954,0.00523126,0.10748690,0.00436663,0.00434835,0.00445944,0.10958577,0.00078749,0.10304313,-0.00007715,-0.00009542,0.00001567,0.00010017,0.00009542,0.00007715,0.00009542,-0.00001567
5308,7,3,True,0.08480259,0.27339694,0.09956741,0.29465491,0.08480259,0.08480259,0.08480259,0.18859434,0.01476482,0.20985231,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
11753,13,2,True,0.75412560,2.01525640,0.91909230,2.23670101,0.75412560,0.75412560,0.75412560,1.26113081,0.16496670,1.48257542,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
16144,19,2,True,0.02365930,0.61768204,0.02224587,0.39184111,0.02224587,0.02224587,0.02365930,0.59402275,-0.00141343,0.36818182,-0.00141343,-0.00141343,0.00000000,0.00299739,0.00299739,0.00141343,0.00141343,0.00000000
7224,9,4,False,1.78593838,1.71237683,0.36399078,0.40222788,0.28116307,0.28116307,0.28116307,-0.07356155,-1.42194760,-1.38371050,-1.50477529,-1.50477529,-1.50477529,2.03742909,2.03742909,1.50477529,1.50477529,1.50477529
11136,13,1,True,0.19741778,0.27529833,0.25432941,0.34208608,0.19741778,0.19741778,0.19741778,0.07788055,0.05691163,0.14466830,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5640,8,1,False,2.66490674,3.43373108,2.12051988,2.86130595,2.12051988,2.12051988,2.12051988,0.76882434,-0.54438686,0.19639921,-0.54438686,-0.54438686,-0.54438686,0.54438615,0.54438615,0.54438686,0.54438686,0.54438686
16326,18,14,True,0.70171350,3.05759692,0.15516223,1.59233046,0.15051505,0.15051505,0.15051505,2.35588336,-0.54655129,0.89061695,-0.55119848,-0.55119848,-0.55119848,1.08378494,1.08378494,0.55119848,0.55119848,0.55119848
13361,15,3,True,0.50906533,0.86653471,0.58527547,0.98521000,0.50906533,0.50906533,0.50906533,0.35746938,0.07621014,0.47614467,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5111,7,23,True,0.04511673,0.64805347,0.03626324,0.50704205,0.02798594,0.02798594,0.02868052,0.60293674,-0.00885349,0.46192533,-0.01713079,-0.01713079,-0.01643621,0.02818926,0.02818926,0.01713079,0.01713079,0.01643621
281,1,1,True,0.00011765,0.00064555,0.00018345,0.00100598,0.00011765,0.00011765,0.00064555,0.00052790,0.00006579,0.00088833,0.00000000,0.00000000,0.00052790,0.00000000,0.00000000,0.00000000,0.00000000,-0.00052790
13489,16,88,True,0.00016259,0.13719791,0.00520031,0.12768869,0.00004852,0.00005066,0.00004804,0.13703533,0.00503772,0.12752610,-0.00011407,-0.00011193,-0.00011455,0.00021192,0.00021144,0.00011407,0.00011193,0.00011455
7994,11,3,False,1.02255726,0.91401035,0.90913016,0.77739435,0.77739435,0.77739435,0.77739435,-0.10854691,-0.11342710,-0.24516290,-0.24516290,-0.24516290,-0.24516290,0.27636975,0.27636975,0.24516290,0.24516290,0.24516290
1398,1,1,False,9.31721210,6.76419878,7.26072454,4.74066114,4.74066114,4.74066114,4.74066114,-2.55301332,-2.05648756,-4.57655096,-4.57655096,-4.57655096,-4.57655096,4.57654667,4.57654667,4.57655096,4.57655096,4.57655096
15470,17,3,False,5.62051868,4.28422546,5.62882137,4.18731880,3.94459438,5.49667978,3.94459438,-1.33629322,0.00830269,-1.43319988,-1.67592430,-0.12383890,-1.67592430,1.19267750,0.12383842,1.67592430,0.12383890,1.67592430
14889,16,7,True,0.17713939,0.74645984,0.30042598,1.06727242,0.17713939,0.17713939,0.17713939,0.56932044,0.12328659,0.89013302,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1483,1,1,True,0.00497010,0.00457277,0.00658213,0.00659077,0.00457277,0.00497010,0.00457277,-0.00039733,0.00161203,0.00162067,-0.00039733,0.00000000,-0.00039733,0.00039733,0.00000000,0.00039733,0.00000000,0.00039733
14973,16,2,True,0.84635925,0.45906657,1.33585787,0.55275500,0.45906657,0.45906657,0.44495955,-0.38729268,0.48949862,-0.29360425,-0.38729268,-0.38729268,-0.40139970,0.46363908,0.46363908,0.38729268,0.38729268,0.40139970
16216,19,1,True,0.02964731,2.21991634,0.05101402,1.36980212,0.02964731,0.05101402,0.02964731,2.19026899,0.02136671,1.34015477,0.00000000,0.02136671,0.00000000,0.00000000,-0.02136648,0.00000000,-0.02136671,0.00000000
15335,17,6,False,2.11888123,3.88412714,1.23476720,2.75552678,1.16567695,1.16567695,1.16567695,1.76524591,-0.88411403,0.63664556,-0.95320427,-0.95320427,-0.95320427,1.22018409,1.22018409,0.95320427,0.95320427,0.95320427
8502,12,2,False,1.86404121,2.92680836,1.39132571,2.40620112,1.39132571,1.39132571,1.39132571,1.06276715,-0.47271550,0.54215991,-0.47271550,-0.47271550,-0.47271550,0.47739267,0.47739267,0.47271550,0.47271550,0.47271550
14030,16,5,True,0.07126401,0.09968212,0.18165082,0.20736362,0.06132460,0.06132460,0.06132460,0.02841811,0.11038681,0.13609961,-0.00993941,-0.00993941,-0.00993941,0.01025916,0.01025916,0.00993941,0.00993941,0.00993941
10102,12,37,True,0.00269871,0.02332278,0.02235650,0.10538223,0.00241381,0.00241381,0.00241381,0.02062407,0.01965779,0.10268352,-0.00028490,-0.00028490,-0.00028490,0.00028703,0.00028703,0.00028490,0.00028490,0.00028490
13513,15,7,True,0.00465061,0.15770069,0.01475376,0.35789379,0.00418371,0.00418371,0.00478492,0.15305008,0.01010315,0.35324317,-0.00046690,-0.00046690,0.00013431,0.00046690,0.00046690,0.00046690,0.00046690,-0.00013431
9763,12,1,True,0.07306153,0.04178463,0.12100148,0.06993112,0.04178463,0.04178463,0.04178463,-0.03127690,0.04793996,-0.00313041,-0.03127690,-0.03127690,-0.03127690,0.03127713,0.03127713,0.03127690,0.03127690,0.03127690
11955,13,9,True,0.00281391,0.26174790,0.01587866,0.28594270,0.00282044,0.00325982,0.00275459,0.25893399,0.01306475,0.28312880,0.00000654,0.00044592,-0.00005932,0.00006479,-0.00013954,-0.00000654,-0.00044592,0.00005932
14401,16,2,True,0.18629380,0.87512302,0.26242465,1.08994424,0.18629380,0.18629380,0.18629380,0.68882924,0.07613085,0.90365046,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7273,9,5,True,0.23232824,0.54650605,0.75368387,0.61115927,0.13160573,0.13160583,0.24138212,0.31417781,0.52135563,0.37883103,-0.10072251,-0.10072240,0.00905389,0.17998856,0.17998856,0.10072251,0.10072240,-0.00905389
15334,19,18,True,0.04141870,1.72207141,0.02148182,0.51678336,0.01367933,0.01437710,0.01367933,1.68065274,-0.01993689,0.47536466,-0.02773937,-0.02704160,-0.02773937,0.05735091,0.05725667,0.02773937,0.02704160,0.02773937
3015,6,12,False,5.08447456,3.93603420,3.28825688,2.65124154,2.12903452,2.12903452,2.12903452,-1.14844036,-1.79621768,-2.43323302,-2.95544004,-2.95544004,-2.95544004,4.18751192,4.18751192,2.95544004,2.95544004,2.95544004
14036,15,2,True,0.05830765,0.67485523,0.09107202,0.71610373,0.05830765,0.05830765,0.09107202,0.61654758,0.03276436,0.65779608,0.00000000,0.00000000,0.03276436,0.00000000,0.00000000,0.00000000,0.00000000,-0.03276436
16905,19,6,True,1.06965709,1.70417142,1.28143871,1.68248296,0.81726938,0.81726938,0.81726938,0.63451433,0.21178162,0.61282587,-0.25238770,-0.25238770,-0.25238770,0.30848414,0.30848414,0.25238770,0.25238770,0.25238770
5415,7,1,True,0.06247696,0.11838917,0.07012185,0.13242036,0.06247696,0.06247696,0.06247696,0.05591222,0.00764489,0.06994340,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
12739,14,1,True,0.07768325,0.02469061,0.10675980,0.02434037,0.02434037,0.02469061,0.02434037,-0.05299263,0.02907655,-0.05334288,-0.05334288,-0.05299263,-0.05334288,0.05334311,0.05299298,0.05334288,0.05299263,0.05334288
14474,15,4,True,0.00016891,0.16148296,0.00023684,0.17185247,0.00016891,0.00016891,0.07045409,0.16131406,0.00006794,0.17168356,0.00000000,0.00000000,0.07028519,0.00000000,0.00000000,0.00000000,0.00000000,-0.07028519
7989,9,4,False,3.13384199,3.12622452,4.15280724,3.92313623,2.54763150,2.54763150,2.54763150,-0.00761747,1.01896524,0.78929424,-0.58621049,-0.58621049,-0.58621049,0.70071220,0.70071220,0.58621049,0.58621049,0.58621049
15169,19,13,False,1.75822759,3.98324013,1.82805073,4.02997923,1.72044110,1.68917871,1.72044110,2.22501254,0.06982315,2.27175164,-0.03778648,-0.06904888,-0.03778648,0.13888431,0.12407136,0.03778648,0.06904888,0.03778648
1252,1,1,True,0.00770253,0.14241511,0.39857090,0.37320083,0.00770253,0.00770253,0.37320083,0.13471258,0.39086837,0.36549830,0.00000000,0.00000000,0.36549830,0.00000000,0.00000000,0.00000000,0.00000000,-0.36549830
242,1,4,True,0.00945767,0.19608767,0.03171552,0.32645041,0.00945767,0.00945767,0.01475975,0.18663001,0.02225786,0.31699273,0.00000000,0.00000000,0.00530208,0.00000000,0.00000000,0.00000000,0.00000000,-0.00530208
13815,15,10,True,0.00381504,0.04514567,0.00508764,0.05981109,0.00342141,0.00342141,0.00342141,0.04133063,0.00127260,0.05599605,-0.00039363,-0.00039363,-0.00039363,0.00040381,0.00040381,0.00039363,0.00039363,0.00039363
5805,8,3,True,0.42199540,0.89670181,0.22087495,0.51971912,0.22087495,0.22087495,0.22087495,0.47470641,-0.20112045,0.09772372,-0.20112045,-0.20112045,-0.20112045,0.24205551,0.24205551,0.20112045,0.20112045,0.20112045
15795,17,4,True,0.04634356,2.12171221,0.01338602,0.26838803,0.01338602,0.01338602,0.02579615,2.07536864,-0.03295755,0.22204447,-0.03295755,-0.03295755,-0.02054742,0.07898624,0.07898624,0.03295755,0.03295755,0.02054742
7093,9,7,False,1.64055419,3.41960096,1.20503032,2.82659960,1.11118293,1.11118257,1.11118293,1.77904677,-0.43552387,1.18604541,-0.52937126,-0.52937162,-0.52937126,0.94151497,0.94151497,0.52937126,0.52937162,0.52937126
6708,9,2,False,3.99424696,3.23875237,5.20887470,4.14119244,3.23875237,3.23875237,3.23875237,-0.75549459,1.21462774,0.14694548,-0.75549459,-0.75549459,-0.75549459,0.74697304,0.74697304,0.75549459,0.75549459,0.75549459
9745,12,1,False,1.54673135,1.66249251,1.85874653,1.96220624,1.54673135,1.54673135,1.54673135,0.11576116,0.31201518,0.41547489,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1751,1,1,True,0.02963342,0.07831550,0.04852816,0.12463065,0.02963342,0.02963342,0.04852816,0.04868208,0.01889474,0.09499723,0.00000000,0.00000000,0.01889474,0.00000000,0.00000000,0.00000000,0.00000000,-0.01889474
2720,3,1,False,1.47519886,1.37821066,2.00205898,1.89734936,1.37821066,1.37821066,1.37821066,-0.09698820,0.52686012,0.42215049,-0.09698820,-0.09698820,-0.09698820,0.09698856,0.09698856,0.09698820,0.09698820,0.09698820
2714,4,2,False,2.83370137,2.96320224,2.61518764,2.73766470,2.61518764,2.61518764,2.61518764,0.12950087,-0.21851373,-0.09603667,-0.21851373,-0.21851373,-0.21851373,0.22132921,0.22132921,0.21851373,0.21851373,0.21851373
733,0,3,True,0.30238596,0.83212316,0.65603900,1.22118044,0.25354540,0.25354540,0.25354540,0.52973723,0.35365304,0.91879451,-0.04884055,-0.04884055,-0.04884055,0.04883990,0.04883990,0.04884055,0.04884055,0.04884055
8280,10,3,True,0.00028427,0.00669072,0.00042620,0.00882948,0.00028427,0.00028427,0.00033671,0.00640645,0.00014193,0.00854521,0.00000000,0.00000000,0.00005244,0.00000000,0.00000000,0.00000000,0.00000000,-0.00005244
7962,9,1,True,0.45684156,0.64618957,0.15971841,0.22396557,0.15971841,0.15971841,0.15971841,0.18934801,-0.29712313,-0.23287599,-0.29712313,-0.29712313,-0.29712313,0.29712430,0.29712430,0.29712313,0.29712313,0.29712313
3181,4,2,False,3.16149330,3.02669597,3.04794788,2.93813372,2.69422436,2.69422436,2.69422436,-0.13479733,-0.11354542,-0.22335958,-0.46726894,-0.46726894,-0.46726894,0.45876217,0.45876217,0.46726894,0.46726894,0.46726894
4479,7,2,True,0.39355284,1.21009672,0.48534977,1.34360981,0.39293981,0.39355284,0.39293981,0.81654388,0.09179693,0.95005697,-0.00061303,0.00000000,-0.00061303,0.00061312,0.00000000,0.00061303,0.00000000,0.00061303
237,1,1,True,0.69386268,1.38460565,1.07622504,1.92158377,0.69386268,0.69386268,0.69386268,0.69074297,0.38236237,1.22772110,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3355,5,4,True,0.29123124,0.36121732,1.92590547,1.53278410,0.23440847,0.23440838,0.26418188,0.06998608,1.63467419,1.24155283,-0.05682278,-0.05682287,-0.02704936,0.05682313,0.05682313,0.05682278,0.05682287,0.02704936
11959,13,5,True,0.00708745,0.08008312,0.01343907,0.12756047,0.00708745,0.00708745,0.00724877,0.07299568,0.00635162,0.12047302,0.00000000,0.00000000,0.00016132,0.00000000,0.00000000,0.00000000,0.00000000,-0.00016132
16846,17,1,True,0.05640419,0.42498967,0.56333995,0.55179620,0.05640419,0.05640419,0.55179620,0.36858547,0.50693578,0.49539199,0.00000000,0.00000000,0.49539199,0.00000000,0.00000000,0.00000000,0.00000000,-0.49539199
8131,10,31,True,0.00000370,0.00734403,0.00005698,0.01667737,0.00000286,0.00000286,0.00000286,0.00734034,0.00005328,0.01667367,-0.00000083,-0.00000083,-0.00000083,0.00000083,0.00000083,0.00000083,0.00000083,0.00000083
3115,3,3,False,3.58827376,1.78079164,5.10025692,3.16909599,1.78079164,1.78079164,1.78079164,-1.80748212,1.51198316,-0.41917777,-1.80748212,-1.80748212,-1.80748212,1.86815906,1.86815906,1.80748212,1.80748212,1.80748212
16486,17,1,True,0.33484429,1.24231410,0.31485400,0.84242684,0.31485400,0.31485400,0.31485400,0.90746981,-0.01999030,0.50758255,-0.01999030,-0.01999030,-0.01999030,0.01999038,0.01999038,0.01999030,0.01999030,0.01999030
12483,14,18,True,0.00381730,0.21776278,0.00758305,0.42401502,0.00322192,0.00322192,0.00322192,0.21394549,0.00376575,0.42019773,-0.00059538,-0.00059538,-0.00059538,0.00064312,0.00064312,0.00059538,0.00059538,0.00059538
963,1,3,True,0.00667083,0.07853991,0.01712840,0.17705919,0.00667083,0.00667083,0.02467317,0.07186908,0.01045757,0.17038837,0.00000000,0.00000000,0.01800234,0.00000000,0.00000000,0.00000000,0.00000000,-0.01800234
3864,7,1,True,0.05919275,0.23614085,0.04438159,0.22462256,0.04438159,0.05919275,0.04438159,0.17694810,-0.01481116,0.16542982,-0.01481116,0.00000000,-0.01481116,0.01481128,0.00000000,0.01481116,0.00000000,0.01481116
1255,1,1,False,1.99787295,1.02588868,4.38135147,2.30933309,1.02588868,1.02588868,1.02588868,-0.97198427,2.38347864,0.31146014,-0.97198427,-0.97198427,-0.97198427,0.97198331,0.97198331,0.97198427,0.97198427,0.97198427
3885,7,18,True,0.11072622,1.59317780,0.08217183,1.24582076,0.06289806,0.06289806,0.06289806,1.48245156,-0.02855439,1.13509452,-0.04782816,-0.04782816,-0.04782816,0.06401660,0.06401660,0.04782816,0.04782816,0.04782816
1401,1,4,True,0.00489928,0.04506693,0.08793479,0.29990211,0.00405466,0.00405466,0.02287652,0.04016765,0.08303551,0.29500282,-0.00084462,-0.00084462,0.01797724,0.00112190,0.00112190,0.00084462,0.00084462,-0.01797724
9853,12,11,True,0.00351336,0.01513204,0.02560131,0.08329045,0.00331495,0.00323261,0.00331495,0.01161868,0.02208795,0.07977709,-0.00019840,-0.00028074,-0.00019840,0.00032160,0.00030473,0.00019840,0.00028074,0.00019840
5044,7,36,True,0.00237576,0.03313421,0.01163341,0.09172121,0.00161291,0.00161291,0.00161291,0.03075845,0.00925766,0.08934545,-0.00076285,-0.00076285,-0.00076285,0.00111376,0.00111376,0.00076285,0.00076285,0.00076285
9392,12,15,True,0.00091832,0.00898095,0.00815148,0.05709497,0.00091832,0.00091832,0.00091832,0.00806263,0.00723315,0.05617664,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
9265,12,8,True,0.61437756,0.53885543,0.85252368,0.83521771,0.32854325,0.32456326,0.32854325,-0.07552212,0.23814613,0.22084016,-0.28583431,-0.28981429,-0.28583431,0.34105203,0.33756217,0.28583431,0.28981429,0.28583431
12752,14,1,True,0.07253127,0.24558426,0.06272263,0.21907301,0.06272263,0.06272263,0.06272263,0.17305300,-0.00980864,0.14654174,-0.00980864,-0.00980864,-0.00980864,0.00980885,0.00980885,0.00980864,0.00980864,0.00980864
11425,13,23,True,0.00359556,0.33475414,0.14284675,0.87920755,0.00312079,0.00312079,0.00312079,0.33115858,0.13925119,0.87561202,-0.00047476,-0.00047476,-0.00047476,0.00048007,0.00048007,0.00047476,0.00047476,0.00047476
15331,17,6,True,0.08754486,2.09880638,0.19991362,2.97584057,0.08278139,0.08542194,0.08278139,2.01126146,0.11236876,2.88829565,-0.00476347,-0.00212292,-0.00476347,0.00504249,0.00224076,0.00476347,0.00212292,0.00476347
7432,9,4,False,1.57432199,2.35674548,0.58932811,0.96481770,0.57064533,0.57064533,0.57064533,0.78242350,-0.98499388,-0.60950428,-1.00367665,-1.00367665,-1.00367665,1.39483464,1.39483464,1.00367665,1.00367665,1.00367665
13919,15,5,True,0.12278619,0.91207230,0.15342747,1.02574396,0.12278619,0.12278619,0.12278619,0.78928614,0.03064128,0.90295780,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
11503,13,1,False,7.75371408,2.48189402,8.21885872,2.86939788,2.48189402,2.48189402,2.48189402,-5.27182007,0.46514463,-4.88431644,-5.27182007,-5.27182007,-5.27182007,5.27182198,5.27182198,5.27182007,5.27182007,5.27182007
7824,10,2,True,0.00120007,0.01037856,0.00152722,0.01217929,0.00120007,0.00120007,0.00143294,0.00917848,0.00032714,0.01097922,0.00000000,0.00000000,0.00023287,0.00000000,0.00000000,0.00000000,0.00000000,-0.00023287
4877,7,13,True,0.15227257,0.85336751,0.11518886,0.64763206,0.11538506,0.11538506,0.11538506,0.70109493,-0.03708371,0.49535948,-0.03688750,-0.03688750,-0.03688750,0.05149214,0.05149214,0.03688750,0.03688750,0.03688750
16208,18,1,True,1.05765474,2.55617929,1.07789707,2.56474066,1.05765474,1.05765474,1.07789707,1.49852455,0.02024233,1.50708592,0.00000000,0.00000000,0.02024233,0.00000000,0.00000000,0.00000000,0.00000000,-0.02024233
1986,3,6,True,0.40382072,0.39544150,1.53726983,2.24305439,0.27911294,0.27911294,0.27911311,-0.00837922,1.13344908,1.83923364,-0.12470779,-0.12470779,-0.12470761,0.13256580,0.13256580,0.12470779,0.12470779,0.12470761
3509,5,1,False,2.06477714,2.11941385,2.26667833,2.31799221,2.06477714,2.06477714,2.06477714,0.05463672,0.20190120,0.25321507,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
10413,12,10,True,0.02342619,0.05956032,0.06112871,0.15423627,0.02248764,0.02271210,0.02248764,0.03613412,0.03770252,0.13081008,-0.00093855,-0.00071409,-0.00093855,0.00084277,0.00071409,0.00093855,0.00071409,0.00093855
9247,12,2,True,0.23563652,0.44244879,0.25511947,0.45420057,0.23563652,0.23563652,0.23563652,0.20681228,0.01948296,0.21856405,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6424,11,1,True,0.21964394,0.35419193,0.56619930,0.99260390,0.21964394,0.21964394,0.35419193,0.13454799,0.34655535,0.77295995,0.00000000,0.00000000,0.13454799,0.00000000,0.00000000,0.00000000,0.00000000,-0.13454799
14391,16,3,True,1.04008579,1.42952800,1.31720376,1.69184923,1.01996005,1.01996005,1.01996005,0.38944221,0.27711797,0.65176344,-0.02012575,-0.02012575,-0.02012575,0.02012491,0.02012491,0.02012575,0.02012575,0.02012575
3006,5,1,True,0.30670691,0.42595336,0.49441198,0.60336524,0.30670691,0.30670691,0.30670691,0.11924645,0.18770507,0.29665834,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7263,9,1,True,0.08100370,0.09813721,0.09831204,0.11116110,0.08100370,0.08100370,0.08100370,0.01713351,0.01730835,0.03015740,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
12245,14,1,True,0.24811506,0.21258992,0.22295928,0.19108854,0.19108854,0.19108854,0.19108854,-0.03552514,-0.02515578,-0.05702652,-0.05702652,-0.05702652,-0.05702652,0.05702680,0.05702680,0.05702652,0.05702652,0.05702652
11906,13,8,True,0.18234614,3.01357317,0.69696754,3.86244774,0.13331509,0.13331509,0.13331509,2.83122706,0.51462138,3.68010163,-0.04903105,-0.04903105,-0.04903105,0.05527467,0.05527467,0.04903105,0.04903105,0.04903105
10366,12,1,True,0.87285960,0.32597098,1.64620519,0.59563160,0.32597098,0.32597098,0.32597098,-0.54688859,0.77334559,-0.27722800,-0.54688859,-0.54688859,-0.54688859,0.54688883,0.54688883,0.54688859,0.54688859,0.54688859
8697,12,2,False,3.77539301,1.22895432,4.65062284,2.05739117,1.22895432,1.27801704,1.22895432,-2.54643869,0.87522984,-1.71800184,-2.54643869,-2.49737597,-2.54643869,2.64646840,2.49737692,2.54643869,2.49737597,2.54643869
16767,17,1,False,5.39795399,5.24174833,4.16502523,4.02681541,4.02681541,4.02681541,4.02681541,-0.15620565,-1.23292875,-1.37113857,-1.37113857,-1.37113857,-1.37113857,1.37113810,1.37113810,1.37113857,1.37113857,1.37113857
16250,19,7,True,0.01945673,0.20139326,0.02215737,0.16678488,0.01823951,0.01823951,0.01823951,0.18193653,0.00270065,0.14732815,-0.00121721,-0.00121721,-0.00121721,0.00123899,0.00123899,0.00121721,0.00121721,0.00121721
7905,9,3,True,1.40967274,1.59824049,1.74500489,1.76775146,1.25454807,1.25454807,1.25454807,0.18856776,0.33533216,0.35807872,-0.15512466,-0.15512466,-0.15512466,0.15512455,0.15512455,0.15512466,0.15512466,0.15512466
13362,15,1,True,0.46213394,0.81517965,0.64116073,1.06897223,0.46213394,0.46213394,0.46213394,0.35304570,0.17902678,0.60683829,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
8383,12,9,True,0.00518240,0.03881196,0.00765084,0.04642266,0.00511801,0.00511801,0.00511801,0.03362955,0.00246843,0.04124026,-0.00006440,-0.00006440,-0.00006440,0.00006440,0.00006440,0.00006440,0.00006440,0.00006440
12334,14,1,True,0.05124656,0.06429346,0.05446335,0.06966086,0.05124656,0.05124656,0.05124656,0.01304690,0.00321679,0.01841430,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2546,3,5,True,0.37601015,0.47063190,1.08999562,1.28440356,0.35888186,0.35888186,0.35888186,0.09462175,0.71398544,0.90839338,-0.01712829,-0.01712829,-0.01712829,0.01712513,0.01712513,0.01712829,0.01712829,0.01712829
11674,13,6,True,0.02836284,0.67453760,0.01804741,0.42743808,0.00769780,0.00769780,0.00769780,0.64617473,-0.01031544,0.39907524,-0.02066504,-0.02066504,-0.02066504,0.03240675,0.03240675,0.02066504,0.02066504,0.02066504
