dataset,train_seed,analysis_seed,receiver_i,neighbor_j,edge_id,label_i,label_j,degree_i,degree_j,edge_norm,receiver_degree_bin,receiver_correct_full,full_confidence,sim_text,sim_visual,L_null,L_text,L_visual,L_joint,Q_text,Q_visual,Q_joint,S_exact,S_norm,Q_text_1,Q_visual_1,Q_joint_1,Q_text_2,Q_visual_2,Q_joint_2,S_second,best_exact,best_first,best_second
Grocery,42,12345,8084,1536,6372,9,1,1,1,1.0,0,False,0.9994149208068848,0.9484058022499084,0.9071478843688965,5.165314674377441,6.914124011993408,8.425568580627441,10.196024894714355,-1.7488093376159668,-3.26025390625,-5.030710220336914,-0.021646976470947266,-0.002156121889129281,-1.6855246421597316,-3.2015187260323135,-4.887043368192045,-1.8251236347442605,-3.349382509501937,-5.348048298099396,-0.17354215385319893,0,0,0
Grocery,42,12345,13764,14234,122633,15,15,3,10,0.18257418274879456,1,True,0.9851573705673218,0.8439668416976929,0.7989909052848816,0.015770476311445236,0.016292285174131393,0.014398721978068352,0.014953897334635258,-0.0005218088626861572,0.0013717543333768845,0.0008165789768099785,-3.336649388074875e-05,-0.012311668135225773,-0.0004966203698681385,0.0021212752859616595,0.001624654916093521,-0.0005209123374157637,0.0012305682798229645,0.0006676321471694875,-4.202379523771333e-05,2,2,2
Grocery,42,12345,13358,13295,112516,15,15,16,43,0.03812464326620102,3,False,0.47053074836730957,0.9140598773956299,0.5688778758049011,1.3273241519927979,1.3076720237731934,1.4192219972610474,1.398948311805725,0.019652128219604492,-0.09189784526824951,-0.07162415981292725,0.0006215572357177734,0.003393258433789015,0.019732817382310072,-0.0879775737207506,-0.06824475633844052,0.01965245950022709,-0.09177768391528593,-0.07150992117118687,0.0006153032438719619,1,1,1
Grocery,42,12345,11155,11184,93243,13,13,2,22,0.15075567364692688,1,True,0.98847895860672,0.9923276305198669,0.9283418655395508,0.033959243446588516,0.029966086149215698,0.013470470905303955,0.011587930843234062,0.003993157297372818,0.02048877254128456,0.022371312603354454,-0.002110617235302925,-0.045047398656606674,0.004512605356335081,0.032192048255007114,0.03670465361134218,0.003935572500938983,0.01625239840608371,0.016786391263960154,-0.003401579643062539,3,3,3
Grocery,42,12345,5298,4442,25699,8,8,6,8,0.14433756470680237,2,True,0.9901642203330994,0.9731534719467163,0.8455036878585815,0.012791488319635391,0.013418483547866344,0.00937972404062748,0.009884458966553211,-0.0006269952282309532,0.0034117642790079117,0.00290702935308218,0.00012226030230522156,0.01760205067694187,-0.0005935283244384257,0.004433483884378805,0.003839955559940378,-0.0006262172445626452,0.003154738654660103,0.002678046001601777,0.00014952459150431932,2,2,2
Grocery,42,12345,7787,7107,49362,10,10,11,37,0.049568161368370056,3,True,0.9982696771621704,0.9650998711585999,0.967156171798706,0.0023241431917995214,0.0021583375055342913,0.0018663860391825438,0.001731802592985332,0.00016580568626523018,0.0004577571526169777,0.0005923405988141894,-3.1222240068018436e-05,-0.025678012520074844,0.00017241180996104016,0.0005121789339216912,0.0006845907438827312,0.00016570660809786614,0.00045326349419445324,0.0005826509897850319,-3.631911250728749e-05,3,3,3
Grocery,42,12345,802,1480,6155,1,1,5,7,0.16903084516525269,2,True,0.9962453246116638,0.93583083152771,0.8737738728523254,0.007810291834175587,0.005352570675313473,0.005365969613194466,0.0037617175839841366,0.002457721158862114,0.002444322220981121,0.00404857425019145,-0.0008534691296517849,-0.09535299241542816,0.003052674052373956,0.0030486690226983817,0.006101343075072335,0.002347348741045573,0.00232546833686665,0.0032519717706547867,-0.001420845307257436,3,3,3
Grocery,42,12345,4806,4404,25483,7,7,23,89,0.022102482616901398,3,True,0.9873348474502563,0.9735997319221497,0.8089950084686279,0.01296824961900711,0.013581257313489914,0.012172932736575603,0.012746057473123074,-0.0006130076944828033,0.0007953168824315071,0.00022219214588403702,3.988295793533325e-05,0.024460168555378914,-0.0005968297359924665,0.0008224792114941369,0.00022564947550167045,-0.0006125761422315374,0.000794805413307668,0.00022220716726128808,3.99778961851574e-05,2,2,2
Grocery,42,12345,9319,9129,68420,12,12,2,20,0.15811388194561005,1,True,0.33398446440696716,0.936379075050354,0.9030054807662964,1.224510669708252,1.1370697021484375,1.181596040725708,1.0966607332229614,0.08744096755981445,0.042914628982543945,0.12784993648529053,-0.002505660057067871,-0.00970412977039814,0.09983384442032192,0.04477298138548502,0.14460682580580697,0.08703805174136481,0.042879098146438484,0.12682706017634393,-0.003090089711459361,3,3,3
Grocery,42,12345,8862,8757,64310,12,12,2,39,0.1132277101278305,1,False,0.4146900475025177,0.9836863875389099,0.8536620140075684,1.338820457458496,1.3168232440948486,1.3029217720031738,1.3079805374145508,0.02199721336364746,0.035898685455322266,0.030839920043945312,-0.027055978775024414,-0.3049047887325287,0.03802916919761513,0.056034203655903,0.09406337285351818,0.021250093443102018,0.03482574734359226,0.02745924232448993,-0.02861659846220435,2,3,2
Grocery,42,12345,6673,6939,47781,9,9,18,8,0.0833333358168602,3,True,0.9965953230857849,0.8931676149368286,0.7550978660583496,0.003777750302106142,0.004477238282561302,0.002952741924673319,0.0034104774240404367,-0.0006994879804551601,0.0008250083774328232,0.0003672728780657053,0.00024175248108804226,0.12779106199741364,-0.0005948422951557426,0.0009861159550167671,0.00039127365986102447,-0.0006936941261492464,0.0008068994639016663,0.00036590138351931447,0.00025269604576689446,2,2,2
Grocery,42,12345,12927,12470,105615,14,14,3,15,0.14907120168209076,1,True,0.998139500617981,0.9685096740722656,0.8188904523849487,0.002554964739829302,0.0025274972431361675,0.001925639808177948,0.001862221397459507,2.7467496693134308e-05,0.0006293249316513538,0.0006927433423697948,3.59509140253067e-05,0.026639269664883614,7.092116279825713e-05,0.0007514929993025132,0.0008224141621007706,2.716361291088863e-05,0.0006131232596381524,0.0006754599190916285,3.517304654258749e-05,3,3,3
Grocery,42,12345,9175,9563,73736,12,12,34,76,0.01967223733663559,3,True,0.9712168574333191,0.9529750943183899,0.6850215196609497,0.03285635635256767,0.03197868540883064,0.030010856688022614,0.029205482453107834,0.00087767094373703,0.002845499664545059,0.003650873899459839,-7.229670882225037e-05,-0.009804200381040573,0.0009021596889771692,0.0029853858624803186,0.0038875455514574882,0.0008769480267026112,0.002840838290528227,0.0036402302107416146,-7.755610648922358e-05,3,3,3
Grocery,42,12345,270,1613,6695,1,1,7,5,0.16903084516525269,2,True,0.9999979734420776,0.8856990337371826,0.9298120737075806,1.0490362910786644e-05,7.390948667307384e-06,2.861018856492592e-06,2.0265558760002023e-06,3.0994142434792593e-06,7.629344054294052e-06,8.463806807412766e-06,-2.264951490360545e-06,-0.11795046180486679,3.6476897918401086e-06,1.3536106950920244e-05,1.7183796742760354e-05,2.973068051439312e-06,4.708233650800322e-06,3.0811941544208407e-06,-4.6001075478187935e-06,3,3,2
Grocery,42,12345,3078,4029,21410,3,8,2,231,0.04652421176433563,1,False,0.27232176065444946,0.7621665596961975,0.8714746236801147,3.53659987449646,3.4061999320983887,3.8627769947052,3.7318148612976074,0.1303999423980713,-0.32617712020874023,-0.19521498680114746,0.0005621910095214844,0.000862531247548759,0.1309854129589239,-0.312762097122148,-0.18177668416322412,0.13040979643893302,-0.325654109561844,-0.19458037229854236,0.0006639408243686029,1,1,1
Grocery,42,12345,16026,16259,137334,17,17,1,14,0.26726123690605164,0,True,0.9585241079330444,0.9665219783782959,0.9358834624290466,0.0867084488272667,0.09956676512956619,0.03716736659407616,0.0423605740070343,-0.0128583163022995,0.049541082233190536,0.04434787482023239,0.007665108889341354,0.07180613279342651,-0.00824897568147493,0.07560533723280997,0.06735636155133505,-0.012782904765485319,0.04072358167720207,0.03439131983288545,0.006450642921168703,2,2,2
Grocery,42,12345,1551,223,1026,1,1,6,4,0.20412413775920868,2,True,0.9999750852584839,0.9556704163551331,0.9155012369155884,9.619726915843785e-05,7.426462980220094e-05,3.2782016205601394e-05,2.4914430468925275e-05,2.1932639356236905e-05,6.341525295283645e-05,7.128284050850198e-05,-1.4065051800571382e-05,-0.08979178965091705,2.669722740892773e-05,0.00010430874092622099,0.0001310059683351487,2.1255100837628455e-05,4.744220608937089e-05,4.0825336370075514e-05,-2.787197055692383e-05,3,3,2
Grocery,42,12345,11906,11905,100441,13,13,8,21,0.07715167850255966,2,True,0.8333128690719604,0.857490599155426,0.7136882543563843,0.1900746375322342,0.18082191050052643,0.1915132701396942,0.1823461353778839,0.009252727031707764,-0.001438632607460022,0.007728502154350281,-8.559226989746094e-05,-0.004646735731512308,0.00994496498988846,-0.0009664218868180481,0.008978543103070412,0.00920549643591062,-0.0014196952982060854,0.0076723464938056795,-0.0001134546438988557,1,1,1
Grocery,42,12345,8952,15319,132448,12,19,10,23,0.06593804806470871,3,True,0.6492854356765747,0.946122944355011,0.6064132452011108,0.516755223274231,0.5146205425262451,0.4344518184661865,0.4318828582763672,0.00213468074798584,0.08230340480804443,0.08487236499786377,0.0004342794418334961,0.002564988797530532,0.002283691502750762,0.0893666148986034,0.09165030640135416,0.002126849040278246,0.08220008266577604,0.08474250280614139,0.00041557110008709486,3,3,3
Grocery,42,12345,8908,4019,21214,12,8,1,129,0.08804509043693542,0,True,0.850475549697876,0.4512006640434265,0.41186636686325073,0.1324583739042282,0.13789823651313782,0.15415841341018677,0.16195958852767944,-0.005439862608909607,-0.021700039505958557,-0.029501214623451233,-0.002361312508583069,-0.041689008474349976,-0.004831394246436116,-0.0176320790064268,-0.022463473252862916,-0.005423118822229191,-0.021218640553048614,-0.028509763123844338,-0.0018680037485665317,0,0,0
Grocery,42,12345,12927,12926,108478,14,14,3,3,0.3333333432674408,1,True,0.998139500617981,0.9932438135147095,0.9812277555465698,0.01006834302097559,0.008342182263731956,0.0022163845133036375,0.001862221397459507,0.0017261607572436333,0.007851958274841309,0.008206121623516083,-0.001371997408568859,-0.07714676111936569,0.001982854676645338,0.01600681269825322,0.017989667374898564,0.0017025294184220324,0.0024109464809224154,0.0008309114584962758,-0.003282564440848172,3,3,2
Grocery,42,12345,816,5395,35478,0,8,6,21,0.08908708393573761,2,False,0.7608709335327148,0.7153710722923279,0.8421262502670288,1.4176486730575562,1.4190804958343506,1.9200024604797363,1.9230470657348633,-0.0014318227767944336,-0.5023537874221802,-0.5053983926773071,-0.0016127824783325195,-0.0015981054166331887,-0.0013060097221790218,-0.45290179982816,-0.45420780955033907,-0.0014297926710212735,-0.5061672417756311,-0.5093047188169478,-0.001707684370295448,0,0,0
Grocery,42,12345,7611,7038,48682,9,9,21,10,0.0690065547823906,3,True,0.9997251629829407,0.9760938882827759,0.8456807732582092,0.0004892344586551189,0.0004285847535356879,0.0003137096355203539,0.0002748588449321687,6.064970511943102e-05,0.00017552482313476503,0.00021437561372295022,-2.1798914531245828e-05,-0.04838180914521217,6.692519461907385e-05,0.00021770694254383656,0.0002846321371629104,6.030252588796321e-05,0.0001688546030207826,0.0001994387253912869,-2.9718403517458897e-05,3,3,3
Grocery,42,12345,14105,13646,116215,15,15,2,26,0.1386750489473343,1,True,0.611940324306488,0.8271918296813965,0.7080304026603699,0.7652806639671326,0.6989617347717285,0.5433218479156494,0.4911205470561981,0.06631892919540405,0.22195881605148315,0.27416011691093445,-0.014117628335952759,-0.02510077692568302,0.06862665991102186,0.255326635199201,0.32395329511022286,0.06630634059596241,0.21960181077579072,0.27165191253888743,-0.014256238832865697,3,3,3
Grocery,42,12345,8460,8894,65944,12,12,22,8,0.07537783682346344,3,True,0.9952865839004517,0.9798747897148132,0.8538214564323425,0.00707217724993825,0.006332451477646828,0.005242173559963703,0.004724530037492514,0.0007397257722914219,0.0018300036899745464,0.002347647212445736,-0.0002220822498202324,-0.045162659138441086,0.0008198471617292883,0.0023017625296172894,0.0031216096913465772,0.0007335224345096136,0.0017610468758844575,0.0021830905960535736,-0.00031147871434049736,3,3,3
Grocery,42,12345,9992,9038,67354,12,12,23,154,0.01680256985127926,3,True,0.9984390139579773,0.8350313901901245,0.9258921146392822,0.001689555705524981,0.0016532575245946646,0.0015969631494954228,0.001562208984978497,3.629818093031645e-05,9.259255602955818e-05,0.000127346720546484,-1.5440164133906364e-06,-0.006025489419698715,3.675780912686658e-05,9.584354103753294e-05,0.00013260135016439958,3.6275956219723026e-05,9.253112426875243e-05,0.00012708791303926793,-1.719167449207537e-06,3,3,3
Grocery,42,12345,12217,12199,103213,14,14,6,6,0.1666666716337204,2,True,0.9822653532028198,0.9910702705383301,0.8875347971916199,0.024632692337036133,0.030140068382024765,0.014157572761178017,0.01789378933608532,-0.005507376044988632,0.010475119575858116,0.006738903000950813,0.0017711594700813293,0.07795113325119019,-0.004839150951576328,0.015063160238482556,0.010224009286906229,-0.005449569659694244,0.008969224178888513,0.005585172551589895,0.0020655180323956267,2,2,2
Grocery,42,12345,17065,1436,5994,17,0,17,11,0.07312723994255066,3,True,0.9409441947937012,0.9559527635574341,0.595030665397644,0.07268159836530685,0.07035697996616364,0.06405197083950043,0.0608714260160923,0.002324618399143219,0.008629627525806427,0.011810172349214554,0.0008559264242649078,0.03759929537773132,0.0030191666326891357,0.010458158572707007,0.013477325205396143,0.0023048086926299666,0.008462546440202393,0.011656632042280988,0.0008892769094486289,3,3,3
Grocery,42,12345,3883,3875,19161,7,7,19,18,0.05407380685210228,3,True,0.8568533658981323,0.772355318069458,0.8130187392234802,0.18108414113521576,0.17973609268665314,0.15582998096942902,0.15448850393295288,0.001348048448562622,0.025254160165786743,0.02659563720226288,-6.571412086486816e-06,-0.00012352775956969708,0.0014541752960810365,0.027557589585377344,0.029011764881458377,0.001347219490426271,0.02512338128995441,0.026446831335101645,-2.376944527903921e-05,3,3,3
Grocery,42,12345,12710,12626,106890,14,14,44,16,0.03768891841173172,3,True,0.6911712884902954,0.9906353950500488,0.865575909614563,0.31917670369148254,0.33904069662094116,0.3480019271373749,0.3693675696849823,-0.019863992929458618,-0.028825223445892334,-0.050190865993499756,-0.0015016496181488037,-0.015186572447419167,-0.019357081616897278,-0.027755240709227212,-0.047112322326124494,-0.019858578493267387,-0.028809724504157058,-0.050115189736400945,-0.0014468867389764994,0,0,0
Grocery,42,12345,14787,14819,128105,16,16,3,6,0.2357022762298584,1,True,0.9444739818572998,0.9322417378425598,0.8751885890960693,0.07178861647844315,0.07656717300415039,0.054125744849443436,0.05712716653943062,-0.004778556525707245,0.01766287162899971,0.014661449939012527,0.0017771348357200623,0.04789747670292854,-0.004187569477277192,0.020880846204003076,0.016693276726725877,-0.004863746127829627,0.017361223992421612,0.014360536315635069,0.0018630584510430821,2,2,2
Grocery,42,12345,16570,7874,55843,17,11,7,5,0.16903084516525269,2,False,0.874874472618103,0.8374524116516113,0.7355312705039978,4.591371059417725,4.6586432456970215,4.499215602874756,4.5621843338012695,-0.06727218627929688,0.09215545654296875,0.029186725616455078,0.004303455352783203,0.022816156968474388,-0.05507023249083409,0.1789875379721751,0.12391730548134106,-0.06770723137690403,0.06696197086371478,0.0025092122054814064,0.003254472718670659,2,2,2
Grocery,42,12345,14793,13452,113986,16,16,12,22,0.06154574453830719,3,True,0.863569974899292,0.8597220182418823,0.6775571703910828,0.1588590145111084,0.13892731070518494,0.16789615154266357,0.14668036997318268,0.019931703805923462,-0.009037137031555176,0.01217864453792572,0.001284077763557434,0.031206704676151276,0.02147376399736276,-0.008631635088747137,0.012842128908615622,0.019862688797606293,-0.009029381110780173,0.012159798574722616,0.0013264908878964955,1,1,1
Grocery,42,12345,8259,7354,51637,11,11,1,2,0.7071067690849304,0,True,0.9549928903579712,0.9810601472854614,0.920646071434021,0.03631209954619408,0.05408181622624397,0.08657606691122055,0.04605136811733246,-0.017769716680049896,-0.050263967365026474,-0.009739268571138382,0.05829441547393799,0.7495461106300354,0.0005425764088390853,0.005782676158566315,0.006325252567405396,-0.014447653728053626,-0.030404237751123657,-0.014481414490639017,0.030370476988538266,0,3,0
Grocery,42,12345,14517,13901,118814,16,16,4,40,0.07905694097280502,1,True,0.6721168756484985,0.8002802133560181,0.890609085559845,0.551636815071106,0.44841268658638,0.4937642216682434,0.39732304215431213,0.10322412848472595,0.05787259340286255,0.15431377291679382,-0.006782948970794678,-0.021505147218704224,0.11370541572768977,0.06275331558143693,0.17645873130912676,0.10283934597374542,0.05733428553063358,0.15319852120883742,-0.00697511029554157,3,3,3
Grocery,42,12345,3484,2435,10577,3,3,5,1,0.4472135901451111,2,True,0.7102239727973938,0.9691512584686279,0.5144474506378174,0.9053168892860413,0.4963584542274475,0.6914055943489075,0.3421747386455536,0.40895843505859375,0.2139112949371338,0.5631421804428101,-0.05972754955291748,-0.05035999044775963,0.5494992251167797,0.3414001034310929,0.8908993285478729,0.37856039701750693,0.15132557417960835,0.42976396791002275,-0.10012200328709253,3,3,3
Grocery,42,12345,16782,15226,131933,17,17,2,1,0.7071067690849304,1,True,0.9987820982933044,0.958193302154541,0.9672112464904785,0.016218276694417,0.019796296954154968,0.001023483811877668,0.0012186489766463637,-0.0035780202597379684,0.015194793231785297,0.014999628067016602,0.0033828550949692726,0.10016610473394394,0.002768324955198763,0.048604564661854706,0.05137288961705348,-0.005031758426220591,-0.029105082217295457,-0.046612350579869954,-0.012475509936353907,2,3,0
Grocery,42,12345,7766,7464,52542,9,9,8,10,0.11180339753627777,2,True,0.8912725448608398,0.980905294418335,0.7372182011604309,0.0975315272808075,0.07971268147230148,0.14128239452838898,0.1151050329208374,0.017818845808506012,-0.04375086724758148,-0.017573505640029907,0.008358515799045563,0.10561252385377884,0.01988991805680912,-0.03573051775565833,-0.01584059969884922,0.017685695438878258,-0.042872461145110285,-0.017510087354703833,0.007676678351528195,1,1,1
Grocery,42,12345,8990,9883,77470,12,12,2,4,0.3535533845424652,1,True,0.9938532114028931,0.8963629603385925,0.9242610931396484,0.03814560920000076,0.024271488189697266,0.009793566539883614,0.006165768951177597,0.013874121010303497,0.02835204266011715,0.031979840248823166,-0.01024632342159748,-0.1380794197320938,0.01801196320041268,0.06042372688429175,0.07843569008470443,0.013057123867706867,0.006387947288146734,-0.008703052138772413,-0.028148123294626015,3,3,1
Grocery,42,12345,16704,15605,134121,18,18,3,1,0.5773502588272095,1,True,0.9670471549034119,0.8275464177131653,0.8462921380996704,0.09773630648851395,0.09965794533491135,0.03268180415034294,0.033508021384477615,-0.0019216388463974,0.0650545060634613,0.06422828137874603,0.001095414161682129,0.008348911069333553,-0.0004935212424925003,0.12752353495940666,0.12703001371691414,-0.0019029686777363186,0.01791817363043853,0.019183496709057085,0.0031682917563548747,2,2,3
Grocery,42,12345,8741,8604,62248,12,12,7,20,0.08451542258262634,2,True,0.9906691312789917,0.8813923001289368,0.8387869000434875,0.015020600520074368,0.012873047031462193,0.011013079434633255,0.009374646469950676,0.002147553488612175,0.0040075210854411125,0.0056459540501236916,-0.000509120523929596,-0.043142009526491165,0.0023399093135551387,0.0048618296725758715,0.007201738986131011,0.002134166520384633,0.003872752635121079,0.0053541873807127546,-0.0006527317747929574,3,3,3
Grocery,42,12345,14313,14288,123290,15,15,3,9,0.19245009124279022,1,True,0.9327356815338135,0.96480393409729,0.9454579949378967,0.056842610239982605,0.04854508489370346,0.08159452676773071,0.06963339447975159,0.008297525346279144,-0.024751916527748108,-0.012790784239768982,0.0036636069416999817,0.07992120087146759,0.008961640358517622,-0.01798792211108665,-0.009026281752569004,0.008264001547608046,-0.0243489239662913,-0.013164825916034677,0.002920096502648576,1,1,1
Grocery,42,12345,16344,15461,133191,17,19,3,19,0.13245323300361633,1,False,0.20524922013282776,0.6578130722045898,0.7499617338180542,1.664498209953308,1.672813057899475,1.5968068838119507,1.5986846685409546,-0.008314847946166992,0.06769132614135742,0.06581354141235352,0.006437063217163086,0.04538905248045921,-0.005022483640717635,0.15212865104201478,0.14710616740129717,-0.008254893404404513,0.06675613547106148,0.06407950331695689,0.005578261250299921,2,2,2
Grocery,42,12345,12482,3154,14415,14,4,8,1,0.3535533845424652,2,True,0.7784281969070435,0.9532382488250732,0.8256838917732239,0.14740896224975586,0.1196390688419342,0.3052935004234314,0.250478595495224,0.027769893407821655,-0.15788453817367554,-0.10306963324546814,0.027045011520385742,0.0936707928776741,0.03138703039810062,-0.08300413144022524,-0.051617101042124636,0.027447761705927543,-0.13863153433134554,-0.09370851196078685,0.017475260664631148,1,1,1
Grocery,42,12345,1003,191,884,1,1,2,1,0.7071067690849304,1,True,0.9985544085502625,0.9593758583068848,0.6961876153945923,0.013494816608726978,0.0033591531682759523,0.021212374791502953,0.0014466306893154979,0.01013566367328167,-0.007717558182775974,0.012048185802996159,0.009630080312490463,0.3220610022544861,0.02190906096115204,0.026788065084631704,0.04869712604578375,0.00019365126249518833,-0.03545322399782978,-0.05604835433307396,-0.020788781597739364,3,3,1
Grocery,42,12345,3240,1376,5806,5,1,2,23,0.14744195342063904,1,False,0.7790493369102478,0.828944742679596,0.707489013671875,4.069303035736084,3.9327445030212402,4.788265705108643,4.639186859130859,0.13655853271484375,-0.7189626693725586,-0.5698838233947754,0.012520313262939453,0.008783687837421894,0.14303274182655235,-0.6350114336132092,-0.49197869178665676,0.13710636925972214,-0.7478066820669174,-0.5905725882604773,0.020127724546717962,1,1,1
Grocery,42,12345,11007,10981,91002,13,13,24,5,0.09128709137439728,3,True,0.9999144077301025,0.897782027721405,0.9237836003303528,0.0001134808044298552,0.00012194366718176752,7.962863310240209e-05,8.5588610090781e-05,-8.462862751912326e-06,3.385217132745311e-05,2.7892194339074194e-05,2.5028857635334134e-06,0.03564489632844925,-7.998669218381676e-06,4.0148713443678446e-05,3.215004422529676e-05,-8.370540174145639e-06,3.300615197138565e-05,2.756165432930044e-05,2.9260425320604258e-06,2,2,2
Grocery,42,12345,11010,11849,99955,13,13,4,15,0.12909944355487823,1,True,0.7662977576255798,0.9704248905181885,0.6828952431678772,0.5785148739814758,0.685648500919342,0.21845939755439758,0.2661841809749603,-0.10713362693786621,0.36005547642707825,0.3123306930065155,0.05940884351730347,0.07621210068464279,-0.09773423142271209,0.5148978651802789,0.41716363375756693,-0.10704874630654362,0.3429509114680285,0.3028520626480078,0.06694989748652291,2,2,2
Grocery,42,12345,6256,14198,122344,8,15,3,33,0.10050378739833832,1,True,0.2772335410118103,0.7828937768936157,0.8380978107452393,1.1167247295379639,1.153855800628662,1.251128911972046,1.2828949689865112,-0.03713107109069824,-0.13440418243408203,-0.16617023944854736,0.00536501407623291,0.015886664390563965,-0.035190213483965796,-0.08281340718692463,-0.1180036206708904,-0.03713402785770086,-0.12806446182081221,-0.15962811537955754,0.005570374298955544,0,0,0
Grocery,42,12345,13513,13512,114605,15,15,7,12,0.10910893976688385,2,True,0.9953601956367493,0.995840311050415,0.8823484182357788,0.005847845692187548,0.005234346725046635,0.00519805820658803,0.0046506100334227085,0.000613498967140913,0.0006497874855995178,0.0011972356587648392,-6.605079397559166e-05,-0.02684411033987999,0.0006486942060676981,0.0006951356745844666,0.0013438298806521649,0.0006122290974939527,0.000647137456368549,0.0011851549653152352,-7.42115885472665e-05,3,3,3
Grocery,42,12345,10768,7375,51791,13,11,378,2,0.036369647830724716,3,True,0.8838128447532654,0.500593364238739,0.6965614557266235,0.12265438586473465,0.12260598689317703,0.12349056452512741,0.1235099509358406,4.839897155761719e-05,-0.0008361786603927612,-0.000855565071105957,-6.778538227081299e-05,-0.03895369917154312,8.146654469713514e-05,-0.0007396660868139665,-0.0006581995421168331,4.7736648917338326e-05,-0.0008369603407759997,-0.0008551545313283502,-6.593083946968882e-05,1,1,1
Grocery,42,12345,10591,6339,43421,12,11,36,20,0.03726780042052269,3,True,0.9878982901573181,0.9242495894432068,0.6878316402435303,0.012675553560256958,0.011583453044295311,0.01334390975534916,0.012175522744655609,0.001092100515961647,-0.0006683561950922012,0.0005000308156013489,7.628649473190308e-05,0.033747658133506775,0.001150757275258196,-0.000632359786902371,0.0005183974883558253,0.001089874833446125,-0.0006671423743278233,0.0004997598641035949,7.702740498529315e-05,1,1,1
Grocery,42,12345,1576,16916,140859,1,17,1,265,0.06142951548099518,0,True,0.9421969056129456,0.783905565738678,0.5784820318222046,0.04688163101673126,0.04680006951093674,0.05977537855505943,0.0595409981906414,8.156150579452515e-05,-0.01289374753832817,-0.012659367173910141,0.00015281885862350464,0.00596140930429101,0.00022762400154707063,-0.011060954641286851,-0.01083333063973978,8.557545141948562e-05,-0.012717597484947068,-0.012478723195640837,0.000153298837886744,1,1,1
Grocery,42,12345,8414,9768,76269,12,12,10,9,0.10540925711393356,3,True,0.9995431900024414,0.9865923523902893,0.9275765419006348,0.0007225048611871898,0.0005975367967039347,0.0005546461907215416,0.00045694399159401655,0.00012496806448325515,0.00016785867046564817,0.00026556086959317327,-2.7265865355730057e-05,-0.04882876202464104,0.0001433473738295817,0.00020406238744715316,0.0003474097612767348,0.00012281186897823915,0.0001605631430408986,0.0002455897106995919,-3.778530131954587e-05,3,3,3
Grocery,42,12345,11419,15100,131240,13,17,19,20,0.05129891633987427,3,True,0.9900321960449219,0.8594220876693726,0.4200785160064697,0.009695228189229965,0.009362245909869671,0.010387169197201729,0.010017831809818745,0.00033298227936029434,-0.0006919410079717636,-0.00032260362058877945,3.635510802268982e-05,0.026978932321071625,0.00035533112325294617,-0.0006500826818321905,-0.00029475155857924454,0.0003317200295280758,-0.000689648971530235,-0.00032115166042689556,3.677728157526364e-05,1,1,1
Grocery,42,12345,4921,4918,31196,8,8,21,17,0.05292561277747154,3,True,0.9991891980171204,0.9915067553520203,0.6722172498703003,0.0008420973899774253,0.0008609164506196976,0.000795762927737087,0.0008111285860650241,-1.8819060642272234e-05,4.6334462240338326e-05,3.09688039124012e-05,3.453402314335108e-06,0.03592342510819435,-1.783031485908567e-05,5.085144043387101e-05,3.3021125574785346e-05,-1.8816815317777858e-05,4.6116957037457e-05,3.08623909939087e-05,3.5622492742295648e-06,2,2,2
Grocery,42,12345,8348,8363,59367,12,12,3,4,0.28867512941360474,1,True,0.9626868963241577,0.8987150192260742,0.9980714917182922,0.06232789158821106,0.03955074027180672,0.06318772584199905,0.038027070462703705,0.022777151316404343,-0.0008598342537879944,0.024300821125507355,0.0023835040628910065,0.04972074553370476,0.029074793792233225,0.007098288875940426,0.036173082668173664,0.02164326100114131,-0.001787023525912387,0.020219089738825205,0.00036285226359628227,3,3,1
Grocery,42,12345,11169,10859,89721,13,13,28,10,0.05976143106818199,3,True,0.9982885718345642,0.8878998160362244,0.9074714183807373,0.001932302606292069,0.002097907941788435,0.0015798242529854178,0.0017128810286521912,-0.00016560533549636602,0.0003524783533066511,0.0002194215776398778,3.2548559829592705e-05,0.04413272440433502,-0.00015729478239170512,0.00039119621944483374,0.00023390143705312861,-0.00016525830837006337,0.00034975622150874153,0.0002187076613072041,3.4209748168525936e-05,2,2,2
Grocery,42,12345,16774,17058,141994,17,17,9,9,0.1111111119389534,2,True,0.6958345174789429,0.9810629487037659,0.5973206162452698,0.560288667678833,0.5969264507293701,0.3393935263156891,0.36264342069625854,-0.03663778305053711,0.22089514136314392,0.19764524698257446,0.013387888669967651,0.029412413015961647,-0.034429417156793166,0.26890954542791035,0.23448012827111714,-0.03663925672586708,0.21813920440581086,0.1956470183803207,0.014147070700376907,2,2,2
Grocery,42,12345,12708,12624,106861,14,14,11,28,0.05698028951883316,3,False,0.6845453977584839,0.9079418182373047,0.8636714220046997,1.1829609870910645,1.2512612342834473,1.0906943082809448,1.1561743021011353,-0.06830024719238281,0.09226667881011963,0.0267866849899292,0.002820253372192383,0.015053102746605873,-0.0673044992394387,0.0942687007108182,0.026964201471379536,-0.06831169968399822,0.09230048939421348,0.02678599481520351,0.0027972051049882513,2,2,2
