epoch,train_total_loss,train_ce_loss,train_aux_loss,train_acc,val_acc,val_macro_f1,lr,patience_left,common_loss,orth_loss,recon_loss,common_sim,private_sim,c_norm,pt_norm,pv_norm,cp_overlap_t,cp_overlap_v
1,3.178951,3.061564,0.117388,0.026392,0.329334,0.024774,0.001000,30,0.754018,0.000064,0.341022,0.245982,0.151426,3.157735,4.427861,4.717122,0.005109,0.006119
2,2.616184,2.504844,0.111340,0.329301,0.326035,0.031418,0.001000,30,0.599089,0.000036,0.331194,0.400911,0.076389,3.674881,5.098574,5.377089,0.003865,0.004547
3,2.527887,2.421824,0.106063,0.275417,0.329334,0.024774,0.001000,29,0.481624,0.000023,0.321435,0.518376,0.062055,4.062363,5.519483,5.425015,0.002948,0.003746
4,2.419724,2.325048,0.094677,0.329501,0.329334,0.024774,0.001000,28,0.405675,0.000021,0.288543,0.594325,0.074185,4.323318,5.736758,5.415388,0.002570,0.003742
5,2.394872,2.316235,0.078637,0.329301,0.329334,0.024774,0.001000,27,0.345307,0.000028,0.239102,0.654693,0.076991,4.513214,5.863571,5.398712,0.002445,0.004677
6,2.351987,2.289916,0.062071,0.329301,0.329634,0.025140,0.001000,26,0.308108,0.000051,0.186360,0.691892,0.073251,4.642710,5.956900,5.361922,0.002532,0.006695
7,2.299490,2.249627,0.049863,0.334000,0.392322,0.065249,0.001000,30,0.296966,0.000116,0.146408,0.703034,0.064483,4.703475,6.027764,5.269829,0.002782,0.010427
8,2.255504,2.211403,0.044101,0.387184,0.391722,0.063926,0.001000,30,0.311054,0.000276,0.126257,0.688946,0.056597,4.680155,6.051491,5.068871,0.003246,0.016297
9,2.201017,2.158714,0.042302,0.391982,0.392022,0.064205,0.001000,29,0.345337,0.000658,0.117964,0.654663,0.052925,4.572780,5.985414,4.791350,0.004013,0.025330
10,2.136629,2.094213,0.042416,0.394782,0.392621,0.064750,0.001000,28,0.400988,0.001303,0.114609,0.599012,0.048966,4.411043,5.810796,4.635267,0.005174,0.035719
11,2.098038,2.054343,0.043695,0.394282,0.417516,0.086077,0.001000,30,0.476092,0.001801,0.113852,0.523908,0.039472,4.185230,5.507632,4.624989,0.006662,0.041916
12,2.053936,2.008172,0.045764,0.414576,0.425915,0.094536,0.001000,30,0.545858,0.001999,0.116089,0.454142,0.029272,3.954195,5.104722,4.572997,0.008307,0.043934
13,2.032612,1.986289,0.046323,0.417175,0.428314,0.095168,0.001000,30,0.565078,0.002065,0.116668,0.434922,0.022859,3.887021,4.861472,4.542994,0.009343,0.044476
14,2.008015,1.965743,0.042272,0.420074,0.440612,0.110465,0.001000,30,0.499618,0.001921,0.107535,0.500382,0.019681,4.042920,5.058978,4.656660,0.009583,0.042769
15,1.968125,1.928229,0.039896,0.430571,0.443011,0.116512,0.001000,30,0.463390,0.002146,0.102023,0.536610,0.005939,4.125764,5.127673,4.655085,0.009983,0.045234
16,1.936736,1.898509,0.038227,0.434070,0.455009,0.124081,0.001000,30,0.455185,0.002280,0.097002,0.544815,0.003101,4.137890,5.170183,4.630159,0.010886,0.046489
