epoch,train_total_loss,train_ce_loss,train_aux_loss,train_acc,val_acc,val_macro_f1,lr,patience_left,common_loss,orth_loss,recon_loss,common_sim,private_sim,c_norm,pt_norm,pv_norm,cp_overlap_t,cp_overlap_v
1,3.217246,3.095416,0.121829,0.059782,0.329334,0.024774,0.001000,30,0.815620,0.000068,0.351721,0.184380,-0.048680,3.319829,4.431358,4.255852,0.005333,0.006311
2,2.553091,2.436785,0.116306,0.329301,0.329334,0.024774,0.001000,30,0.654248,0.000045,0.344069,0.345752,0.079986,3.886409,4.963216,5.001352,0.004084,0.005364
3,2.455908,2.348207,0.107701,0.313306,0.329334,0.024774,0.001000,29,0.536469,0.000035,0.323238,0.463531,0.161783,4.355441,5.191032,5.461433,0.003059,0.005065
4,2.379230,2.286786,0.092445,0.329301,0.329334,0.024774,0.001000,28,0.458861,0.000044,0.277557,0.541139,0.170124,4.601253,5.253659,5.482381,0.002601,0.006109
5,2.329885,2.254364,0.075521,0.329401,0.331134,0.026926,0.001000,27,0.400537,0.000090,0.225030,0.599463,0.155740,4.753977,5.294410,5.382041,0.002508,0.009144
6,2.264439,2.202952,0.061487,0.339998,0.397121,0.071886,0.001000,30,0.369818,0.000231,0.180296,0.630182,0.129419,4.812677,5.342443,5.257776,0.002637,0.014961
7,2.200802,2.147494,0.053308,0.398181,0.394121,0.070766,0.001000,30,0.375151,0.000567,0.152663,0.624849,0.088715,4.760056,5.361195,5.107986,0.002961,0.023635
8,2.142600,2.093203,0.049398,0.392982,0.390822,0.064743,0.001000,29,0.412975,0.001061,0.137091,0.587025,0.040628,4.625307,5.311294,4.978862,0.003511,0.032381
9,2.095252,2.047130,0.048122,0.391882,0.411218,0.083343,0.001000,28,0.469465,0.001496,0.129058,0.530535,0.007167,4.465953,5.197460,5.095121,0.004453,0.038420
10,2.052249,2.005530,0.046719,0.407278,0.416617,0.092855,0.001000,30,0.520464,0.001807,0.120973,0.479536,0.004278,4.294215,5.051541,5.234918,0.005715,0.042119
11,2.022418,1.977567,0.044851,0.419574,0.422615,0.089371,0.001000,30,0.553892,0.002090,0.112507,0.446108,0.009030,4.137876,4.888841,5.194300,0.007032,0.045173
12,1.986173,1.942915,0.043258,0.426272,0.429814,0.106222,0.001000,30,0.554420,0.002254,0.107158,0.445580,0.008050,4.123590,4.796962,5.268932,0.008354,0.046739
13,1.942932,1.901333,0.041599,0.432570,0.433413,0.119802,0.001000,30,0.558292,0.002579,0.101358,0.441708,0.008901,4.079633,4.723440,5.247886,0.009756,0.049835
14,1.916391,1.876346,0.040045,0.437769,0.444811,0.117728,0.001000,30,0.550147,0.002748,0.096716,0.449853,0.009063,4.084321,4.677983,5.274408,0.011407,0.051163
15,1.895084,1.856626,0.038458,0.441568,0.445411,0.125177,0.001000,30,0.522166,0.002599,0.093294,0.477834,-0.001161,4.168809,4.626636,5.340630,0.013319,0.049207
16,1.853024,1.816011,0.037013,0.450065,0.448110,0.126910,0.001000,30,0.519915,0.002938,0.088618,0.480085,-0.007441,4.152161,4.519917,5.204710,0.015374,0.051977
17,1.818863,1.783182,0.035681,0.455063,0.461008,0.128289,0.001000,30,0.517568,0.002884,0.084336,0.482432,-0.023780,4.144910,4.391391,5.140778,0.017326,0.050829
18,1.800387,1.766001,0.034387,0.458163,0.459808,0.154165,0.001000,30,0.507873,0.002614,0.080677,0.492127,-0.044473,4.174316,4.302001,5.161776,0.018719,0.047573
19,1.774759,1.740988,0.033772,0.464561,0.465207,0.135825,0.001000,29,0.520535,0.002703,0.077780,0.479465,-0.041724,4.107515,4.225357,5.088059,0.018937,0.048414
20,1.746056,1.713346,0.032710,0.469059,0.461608,0.161537,0.001000,30,0.501179,0.002436,0.075541,0.498821,-0.060914,4.162252,4.277567,5.037387,0.018616,0.045714
21,1.706746,1.674841,0.031905,0.476857,0.464907,0.182701,0.001000,29,0.505640,0.002442,0.072561,0.494360,-0.051143,4.118581,4.353212,5.010260,0.017871,0.046068
22,1.690048,1.659007,0.031042,0.474658,0.476905,0.179342,0.001000,28,0.505620,0.002306,0.069687,0.494380,-0.051989,4.085628,4.380569,4.990319,0.017249,0.044818
23,1.666515,1.636268,0.030247,0.479356,0.479604,0.200585,0.001000,30,0.494005,0.002115,0.067819,0.505995,-0.056673,4.119410,4.385808,4.964647,0.016827,0.042802
24,1.633846,1.604061,0.029785,0.489853,0.486803,0.232089,0.001000,30,0.503692,0.002096,0.065635,0.496308,-0.046156,4.072533,4.390369,4.906609,0.016371,0.042758
25,1.608889,1.579544,0.029345,0.500950,0.488602,0.217446,0.001000,30,0.502399,0.001901,0.064259,0.497601,-0.050229,4.052803,4.416861,4.869069,0.016729,0.040263
26,1.586172,1.557438,0.028734,0.496851,0.502400,0.274404,0.001000,30,0.490211,0.001772,0.063041,0.509789,-0.050906,4.085800,4.467576,4.853661,0.016961,0.038532
27,1.569880,1.541607,0.028273,0.503249,0.502400,0.250610,0.001000,30,0.488544,0.001744,0.061616,0.511456,-0.040817,4.072703,4.518969,4.798390,0.017028,0.038127
28,1.549887,1.522364,0.027524,0.506148,0.505999,0.275843,0.001000,29,0.470991,0.001548,0.060294,0.529009,-0.044764,4.111878,4.575512,4.776429,0.017202,0.035390
29,1.515324,1.488399,0.026925,0.518644,0.508098,0.281929,0.001000,30,0.461690,0.001532,0.058921,0.538310,-0.035089,4.132508,4.592537,4.741214,0.016864,0.035317
30,1.503741,1.477366,0.026375,0.517545,0.511698,0.287792,0.001000,30,0.450408,0.001485,0.057841,0.549592,-0.027661,4.158642,4.611446,4.740549,0.016360,0.034884
31,1.486281,1.460497,0.025785,0.524543,0.508998,0.305170,0.001000,30,0.435513,0.001335,0.056870,0.564487,-0.036559,4.172501,4.636167,4.733381,0.016216,0.032746
32,1.459049,1.433511,0.025537,0.534740,0.509298,0.291298,0.001000,29,0.432265,0.001373,0.056260,0.567735,-0.025065,4.193925,4.647480,4.701854,0.015951,0.033447
33,1.443473,1.418507,0.024966,0.536239,0.515597,0.320424,0.001000,28,0.417765,0.001309,0.055325,0.582235,-0.025701,4.237354,4.648132,4.720454,0.015657,0.032611
34,1.418461,1.393793,0.024669,0.543737,0.515297,0.320901,0.001000,30,0.415396,0.001261,0.054495,0.584604,-0.027514,4.213772,4.647866,4.706870,0.015750,0.031823
35,1.397289,1.373000,0.024289,0.549035,0.527595,0.322743,0.001000,29,0.408443,0.001249,0.053691,0.591557,-0.020702,4.244535,4.655884,4.698031,0.015429,0.031791
36,1.395752,1.371959,0.023793,0.543737,0.520396,0.339595,0.001000,30,0.397624,0.001183,0.052761,0.602376,-0.025786,4.279278,4.661436,4.709756,0.015156,0.030871
37,1.379666,1.356004,0.023663,0.552034,0.525195,0.341463,0.001000,29,0.399669,0.001246,0.052190,0.600331,-0.016213,4.264194,4.701993,4.700116,0.014938,0.031980
38,1.354967,1.331586,0.023381,0.558732,0.526695,0.338459,0.001000,28,0.395347,0.001158,0.051543,0.604653,-0.027382,4.265005,4.700598,4.692645,0.014970,0.030552
39,1.340202,1.317160,0.023042,0.560332,0.529694,0.352282,0.001000,27,0.384949,0.001180,0.051103,0.615051,-0.019557,4.330945,4.685637,4.701730,0.014725,0.031029
40,1.315513,1.292609,0.022904,0.570029,0.521296,0.361729,0.001000,30,0.383061,0.001148,0.050771,0.616939,-0.022319,4.318527,4.679024,4.689995,0.014757,0.030501
41,1.308646,1.285859,0.022787,0.569029,0.527894,0.344725,0.001000,29,0.380396,0.001094,0.050560,0.619604,-0.027458,4.320426,4.657267,4.661705,0.015144,0.029398
42,1.299352,1.276852,0.022500,0.570829,0.519496,0.371976,0.001000,28,0.366119,0.001109,0.050556,0.633881,-0.018235,4.416787,4.662897,4.691436,0.015018,0.029725
43,1.290978,1.268383,0.022595,0.577627,0.518896,0.343334,0.001000,27,0.373869,0.001103,0.050356,0.626131,-0.024737,4.371780,4.640397,4.646406,0.015415,0.029422
44,1.300174,1.277768,0.022406,0.560532,0.521896,0.391229,0.001000,26,0.361285,0.001028,0.050567,0.638715,-0.030490,4.416769,4.664842,4.692226,0.015172,0.028239
45,1.270906,1.248147,0.022760,0.582325,0.535993,0.362788,0.001000,25,0.377026,0.001152,0.050692,0.622974,-0.020348,4.380642,4.634395,4.668494,0.015822,0.030031
46,1.243445,1.220809,0.022636,0.592322,0.522196,0.370971,0.001000,30,0.362311,0.001090,0.051262,0.637689,-0.026696,4.461082,4.656466,4.712942,0.015666,0.029064
47,1.238120,1.215187,0.022933,0.588024,0.528194,0.397772,0.001000,29,0.366612,0.001113,0.051965,0.633388,-0.019510,4.440703,4.707665,4.702777,0.015594,0.029485
48,1.199472,1.176175,0.023297,0.609717,0.530894,0.385736,0.001000,28,0.377529,0.001159,0.052448,0.622471,-0.019077,4.400284,4.695909,4.715812,0.016212,0.029944
49,1.215114,1.191784,0.023330,0.599820,0.532993,0.394190,0.001000,27,0.368049,0.001117,0.053194,0.631951,-0.021617,4.453487,4.712035,4.748235,0.016225,0.029213
50,1.194483,1.170798,0.023684,0.608917,0.532693,0.405314,0.001000,26,0.372504,0.001128,0.054077,0.627496,-0.013492,4.442555,4.752753,4.716498,0.016002,0.029525
51,1.167686,1.143600,0.024086,0.619314,0.531494,0.393243,0.001000,25,0.378247,0.001114,0.055032,0.621753,-0.015313,4.417079,4.788497,4.707689,0.016151,0.029207
52,1.166647,1.142362,0.024285,0.611916,0.534493,0.406420,0.001000,24,0.375642,0.001118,0.055870,0.624358,-0.017049,4.448374,4.803189,4.734314,0.016786,0.028922
53,1.147314,1.122573,0.024741,0.626512,0.540192,0.417789,0.001000,23,0.381556,0.001137,0.056997,0.618444,-0.006842,4.431282,4.811630,4.711236,0.016900,0.029186
54,1.121010,1.095862,0.025148,0.637209,0.539292,0.397198,0.001000,30,0.382045,0.001082,0.058321,0.617955,-0.013538,4.413422,4.821363,4.686872,0.016919,0.028215
55,1.119511,1.094151,0.025360,0.630411,0.540192,0.420561,0.001000,29,0.372356,0.001059,0.059673,0.627644,-0.015611,4.470894,4.851237,4.685946,0.016919,0.027806
56,1.091892,1.065973,0.025920,0.643407,0.544091,0.438214,0.001000,28,0.381374,0.001093,0.060938,0.618626,-0.010742,4.445578,4.863750,4.676850,0.017231,0.028220
57,1.076551,1.050151,0.026399,0.654704,0.546491,0.422681,0.001000,30,0.382569,0.001051,0.062458,0.617431,-0.012142,4.426043,4.869480,4.675405,0.017103,0.027534
58,1.065707,1.038989,0.026718,0.648705,0.536293,0.427104,0.001000,30,0.373913,0.000995,0.064100,0.626087,-0.016380,4.459423,4.875182,4.671846,0.016863,0.026653
59,1.049620,1.022409,0.027211,0.662701,0.545891,0.422432,0.001000,29,0.372112,0.000988,0.065862,0.627888,-0.011772,4.485207,4.908369,4.634330,0.016744,0.026608
60,1.038970,1.011327,0.027643,0.660202,0.541992,0.436999,0.001000,28,0.368753,0.000936,0.067530,0.631247,-0.011031,4.490504,4.955507,4.640112,0.016394,0.025824
61,1.019414,0.991034,0.028381,0.673098,0.535393,0.398612,0.001000,27,0.377838,0.000916,0.069383,0.622162,-0.007207,4.432319,4.962965,4.616822,0.016617,0.025298
62,1.032598,1.003828,0.028770,0.658602,0.517996,0.429124,0.001000,26,0.362445,0.000879,0.071708,0.637555,-0.008183,4.528032,4.999084,4.642622,0.015990,0.024971
63,1.065809,1.036152,0.029657,0.660902,0.530894,0.347864,0.001000,25,0.376302,0.000855,0.073742,0.623698,-0.010412,4.456846,5.020154,4.561707,0.016443,0.024179
64,1.056925,1.026797,0.030128,0.642407,0.540492,0.421897,0.001000,24,0.361220,0.000855,0.076316,0.638780,-0.002595,4.552128,5.119969,4.646961,0.015400,0.024849
65,0.988299,0.957205,0.031094,0.679496,0.526395,0.429694,0.001000,23,0.381604,0.000910,0.078175,0.618396,-0.003039,4.475746,5.124201,4.633366,0.016551,0.025215
66,1.015957,0.984003,0.031954,0.674998,0.548290,0.446957,0.001000,22,0.393247,0.000890,0.080268,0.606753,-0.019317,4.410448,5.096603,4.587065,0.017622,0.024072
67,0.963219,0.930749,0.032470,0.692792,0.544091,0.412249,0.001000,30,0.386296,0.000909,0.082449,0.613704,-0.011829,4.477715,5.119261,4.555602,0.017300,0.024700
68,0.942138,0.909067,0.033071,0.691692,0.536593,0.409469,0.001000,29,0.391684,0.000940,0.084093,0.608316,-0.008752,4.466948,5.182695,4.594823,0.017452,0.025216
69,0.948821,0.915068,0.033753,0.695391,0.545891,0.445893,0.001000,28,0.404956,0.000947,0.085482,0.595044,-0.009776,4.396095,5.251468,4.614898,0.018245,0.024785
70,0.907880,0.873689,0.034191,0.716785,0.549790,0.445094,0.001000,27,0.419865,0.000952,0.085947,0.580135,-0.006370,4.330077,5.236386,4.553287,0.018763,0.024495
71,0.894966,0.860693,0.034273,0.718384,0.537193,0.456646,0.001000,30,0.407734,0.000903,0.087032,0.592266,-0.013151,4.384532,5.218799,4.516805,0.018883,0.023386
72,0.904582,0.870041,0.034541,0.718185,0.544691,0.421452,0.001000,29,0.411535,0.000925,0.087670,0.588465,-0.005280,4.372578,5.263954,4.499747,0.018883,0.023841
73,0.882334,0.847693,0.034640,0.712286,0.528194,0.446778,0.001000,28,0.416411,0.000875,0.087678,0.583589,-0.010900,4.295544,5.322082,4.537757,0.018199,0.023327
74,0.897292,0.862251,0.035041,0.716985,0.540492,0.419532,0.001000,27,0.430829,0.000916,0.088050,0.569171,0.006662,4.233550,5.366792,4.540968,0.018125,0.024237
75,0.857744,0.822890,0.034854,0.723183,0.542292,0.445094,0.001000,26,0.413983,0.000870,0.088550,0.586017,-0.012872,4.314934,5.364729,4.559498,0.018233,0.023187
76,0.811873,0.776867,0.035006,0.749275,0.543491,0.461330,0.001000,25,0.418213,0.000863,0.088778,0.581787,-0.002524,4.301705,5.378076,4.502849,0.017753,0.023398
77,0.803508,0.768474,0.035034,0.752974,0.538392,0.444227,0.001000,24,0.418008,0.000844,0.088883,0.581992,0.000082,4.288477,5.406147,4.481742,0.017962,0.022823
78,0.786891,0.751860,0.035030,0.759272,0.551890,0.453931,0.001000,23,0.416293,0.000838,0.088987,0.583707,-0.002435,4.273833,5.443091,4.492896,0.018567,0.022201
79,0.755411,0.720423,0.034988,0.767570,0.550390,0.448819,0.001000,30,0.411944,0.000798,0.089138,0.588056,0.008819,4.258637,5.505867,4.488931,0.017677,0.022026
80,0.741771,0.706752,0.035020,0.772968,0.542292,0.450946,0.001000,29,0.409555,0.000785,0.089402,0.590445,0.009359,4.269077,5.539049,4.485186,0.017767,0.021656
81,0.723685,0.688428,0.035256,0.775867,0.545891,0.467422,0.001000,28,0.416248,0.000776,0.089746,0.583752,-0.000050,4.242464,5.537597,4.479647,0.018085,0.021176
82,0.710688,0.675563,0.035125,0.787664,0.548290,0.468862,0.001000,27,0.412654,0.000719,0.089548,0.587346,0.002657,4.230363,5.543491,4.431369,0.016940,0.020778
83,0.696199,0.661130,0.035070,0.794962,0.547091,0.436865,0.001000,26,0.400497,0.000706,0.090175,0.599503,0.004371,4.302344,5.536848,4.387765,0.017036,0.020399
84,0.697098,0.662185,0.034913,0.777467,0.508398,0.453093,0.001000,25,0.391007,0.000661,0.090287,0.608993,-0.006147,4.319757,5.550596,4.397197,0.016916,0.019373
